acdnt_year,occrrnc_time_code,legaldong_name,acdnt_hdc,lrg_violt_1_dc,road_stle_dc,wrngdo_vhcle_asort_dc,acdnt_age_1_code,rdse_sttus_dc,road_div,lat,lng,near_crosswalk,near_traffic_light,near_child_zone,near_elderly_zone,near_disabled_zone,lanes,lengths,velocity,traffic_volume,elderly_hotspot,non_elderly_hotspot,all_hotspot
2021,13,서울특별시 강남구 논현동,차대차,안전운전불이행,단일로 - 기타,승합,64, 건조,104.0,37.51122920603418,127.02294204215312,0,1,0,1,0,,,,64676,0,0,0
2021,14,서울특별시 강남구 논현동,차대차,교차로운행방법위반,교차로 - 교차로안,승용,64, 서리/결빙,104.0,37.51556356736312,127.03853017010177,1,0,1,0,0,,,,65162,0,0,0
2021,14,서울특별시 강남구 역삼동,차대차,안전운전불이행,단일로 - 기타,승용,53, 건조,104.0,37.49420943205617,127.0336953975209,1,1,1,0,0,4.0,3728.0,18.2,53898,0,1,1
2021,15,서울특별시 강남구 역삼동,차량단독,안전운전불이행,단일로 - 기타,승용,68, 서리/결빙,104.0,37.50774861941777,127.04545753669058,0,1,0,0,0,6.0,6344.0,20.1,65162,0,0,0
2021,20,서울특별시 강남구 압구정동,차대차,안전거리미확보,단일로 - 지하차도(도로)내,승용,54, 건조,102.0,37.53251904236895,127.03647897186174,0,0,0,0,0,8.0,41763.0,51.7,125260,0,0,0
2021,23,서울특별시 강남구 신사동,차대차,안전운전불이행,교차로 - 교차로안,승용,28, 적설,104.0,37.52645274189845,127.02062690624167,1,0,0,0,0,7.0,2894.0,18.8,181307,0,0,0
2021,0,서울특별시 강남구 대치동,차대차,안전운전불이행,교차로 - 교차로안,승용,54, 서리/결빙,,37.505924497696626,127.05883077471418,1,0,0,0,0,,,,65162,0,0,0
2021,8,서울특별시 강남구 역삼동,차대차,안전운전불이행,단일로 - 기타,승용,62, 서리/결빙,104.0,37.50795592693495,127.04545627966992,1,1,0,1,0,6.0,6344.0,24.0,65162,0,0,0
2021,13,서울특별시 강남구 역삼동,차대차,안전운전불이행,교차로 - 교차로안,승합,42, 적설,104.0,37.50525843324118,127.04716976331146,1,0,0,0,0,,,,65162,0,1,1
2021,16,서울특별시 강남구 역삼동,차대차,안전운전불이행,단일로 - 기타,승용,23, 서리/결빙,104.0,37.50333193562398,127.04545037273664,0,1,0,0,0,10.0,4059.0,20.1,65162,0,1,1
2021,16,서울특별시 강남구 도곡동,차대차,안전거리미확보,단일로 - 기타,승용,52, 기타,104.0,37.485115774368445,127.038559160421,0,0,1,1,0,8.0,32092.0,26.5,53898,0,1,1
2021,21,서울특별시 강남구 압구정동,차대차,안전거리미확보,단일로 - 기타,승용,27, 건조,102.0,37.53366797015494,127.02618336930456,0,0,0,0,0,8.0,41763.0,51.7,69740,0,0,0
2021,1,서울특별시 강남구 청담동,차대차,중앙선침범,교차로 - 교차로안,승용,25, 젖음/습기,,37.524112536853984,127.05606419038912,1,0,0,0,0,,,,120822,0,0,0
2021,8,서울특별시 강남구 역삼동,차대차,신호위반,교차로 - 교차로부근,승용,65, 건조,104.0,37.4956646177692,127.0393087798661,1,1,0,0,0,6.0,8312.0,27.7,58894,0,1,1
2021,10,서울특별시 강남구 압구정동,차대차,안전운전불이행,단일로 - 기타,승용,64, 건조,104.0,37.52767110892007,127.04144343185511,0,1,0,0,0,7.0,2894.0,18.8,125260,0,0,0
2021,12,서울특별시 강남구 역삼동,차대차,안전운전불이행,단일로 - 기타,승용,52, 건조,,37.506175158791585,127.03260269101666,0,0,0,0,0,,,,64676,0,0,0
2021,12,서울특별시 강남구 역삼동,차대차,안전운전불이행,단일로 - 기타,승용,27, 건조,,37.49775442357818,127.02981560498132,0,0,1,0,0,,,,53898,0,0,0
2021,14,서울특별시 강남구 압구정동,차대차,안전운전불이행,단일로 - 기타,승용,55, 건조,102.0,37.52931752591831,127.02247601171536,0,0,0,0,0,8.0,41763.0,51.7,181307,0,0,0
2021,15,서울특별시 강남구 대치동,차대차,안전거리미확보,단일로 - 기타,승용,77, 건조,104.0,37.495726453799286,127.06759028229956,0,0,1,0,0,8.0,32092.0,26.5,134216.0,0,0,0
2021,16,서울특별시 강남구 삼성동,차대차,안전거리미확보,단일로 - 기타,승용,33, 건조,102.0,37.52059317934756,127.0622185904102,0,1,1,0,0,8.0,41763.0,51.7,124471,0,0,0
2021,17,서울특별시 강남구 논현동,차대차,안전거리미확보,단일로 - 기타,승용,74, 건조,104.0,37.51047624907293,127.02174744802184,0,0,1,0,0,9.0,7816.0,17.9,64676,1,1,1
2021,18,서울특별시 강남구 삼성동,차대차,안전운전불이행,교차로 - 교차로부근,승용,67, 서리/결빙,104.0,37.50486368334455,127.05001199417904,0,0,1,0,0,10.0,4059.0,15.2,65162,1,1,1
2021,20,서울특별시 강남구 수서동,차대사람,기타,단일로 - 기타,승합,41, 건조,105.0,37.48690700038123,127.10233329313724,0,1,1,0,0,,,,97512,1,1,1
2021,21,서울특별시 강남구 청담동,차대차,신호위반,교차로 - 교차로안,승용,59, 건조,104.0,37.523533679140016,127.04138953788404,1,1,1,1,0,10.0,3279.0,20.5,125260,0,0,0
2021,3,서울특별시 강남구 역삼동,차대차,안전거리미확보,교차로 - 교차로안,승용,67, 건조,104.0,37.495826638037634,127.03925122078296,1,1,0,0,0,4.0,3728.0,18.2,58894,0,1,1
2021,8,서울특별시 강남구 삼성동,차대차,기타,단일로 - 기타,승용,51, 서리/결빙,102.0,37.517480774654565,127.06636712854755,0,0,0,0,0,6.0,19957.0,48.9,124471,0,0,0
2021,12,서울특별시 강남구 삼성동,차대차,안전운전불이행,단일로 - 기타,승용,62, 서리/결빙,104.0,37.51149866140341,127.05742883638696,1,1,1,0,0,,,,65162,0,0,0
2021,18,서울특별시 강남구 논현동,차대차,안전거리미확보,교차로 - 교차로부근,승용,54, 건조,104.0,37.521429988659115,127.03358262571328,1,1,0,0,0,10.0,3279.0,15.5,64676,0,1,1
2021,19,서울특별시 강남구 신사동,차대차,교차로운행방법위반,교차로 - 교차로안,승용,39, 건조,104.0,37.51994585601208,127.02756022331782,0,1,0,0,0,6.0,8312.0,18.0,64676,1,1,1
2021,19,서울특별시 강남구 도곡동,차대차,안전운전불이행,교차로 - 교차로부근,승합,68, 서리/결빙,104.0,37.48933442248581,127.03175745389228,1,1,0,0,0,9.0,7816.0,17.9,53898,1,1,1
2021,19,서울특별시 강남구 역삼동,차대차,안전운전불이행,교차로 - 교차로안,승용,29, 젖음/습기,104.0,37.49458459801271,127.03511844912931,1,1,1,0,0,4.0,3728.0,13.0,53898,0,0,0
2021,21,서울특별시 강남구 청담동,차대차,안전운전불이행,단일로 - 기타,화물,44, 젖음/습기,104.0,37.52539539536234,127.05444954148594,0,1,0,0,0,10.0,3279.0,20.5,120822,1,1,1
2021,9,서울특별시 강남구 논현동,차대차,중앙선침범,단일로 - 기타,승용,37, 건조,104.0,37.517770721084645,127.04054215574692,0,1,1,1,0,,,,65162,0,0,0
2021,10,서울특별시 강남구 세곡동,차대차,안전운전불이행,단일로 - 기타,승용,72, 젖음/습기,105.0,37.465446378194606,127.11346118639004,0,0,0,0,0,8.0,3595.0,22.8,44062,0,0,0
2021,12,서울특별시 강남구 압구정동,차대차,안전거리미확보,단일로 - 기타,화물,62, 건조,102.0,37.532147594481415,127.02466502526102,0,0,0,0,0,8.0,41763.0,54.5,69740,1,0,1
2021,14,서울특별시 강남구 청담동,차대차,안전운전불이행,단일로 - 기타,승용,25, 건조,104.0,37.52330156228344,127.05373771102676,0,0,0,0,0,,,,120822,0,0,0
2021,14,서울특별시 강남구 논현동,차대차,안전운전불이행,단일로 - 기타,승용,25, 건조,,37.505306543204725,127.02499365770544,0,0,0,0,0,,,,64676,1,1,1
2021,16,서울특별시 강남구 역삼동,차대차,안전운전불이행,단일로 - 기타,화물,57, 젖음/습기,104.0,37.48994342291167,127.03304320578847,1,1,1,0,0,8.0,4681.0,22.0,53898,0,0,0
2021,17,서울특별시 강남구 압구정동,차대차,차로위반,단일로 - 기타,승용,40, 젖음/습기,102.0,37.53058373157874,127.02354314959008,0,0,0,0,0,8.0,41763.0,38.9,69740,0,0,0
2021,17,서울특별시 강남구 일원동,차대차,안전운전불이행,단일로 - 기타,승용,23, 적설,105.0,37.49103706516061,127.08968713722028,0,0,1,0,1,8.0,17101.0,22.4,97512,0,0,0
2021,20,서울특별시 강남구 논현동,차대차,안전운전불이행,교차로 - 교차로부근,승용,31, 적설,104.0,37.5143219004371,127.03449816341964,1,0,0,0,0,,,,64676,0,0,0
2021,20,서울특별시 강남구 삼성동,차대차,신호위반,단일로 - 기타,승용,43, 서리/결빙,104.0,37.51294126894,127.05275839315944,0,1,1,0,0,6.0,4213.0,18.7,65162,0,1,1
2021,21,서울특별시 강남구 삼성동,차대차,안전운전불이행,교차로 - 교차로부근,승용,47, 젖음/습기,104.0,37.504734864954266,127.04932260661175,0,1,1,0,0,10.0,4059.0,20.1,65162,1,1,1
2021,21,서울특별시 강남구 청담동,차대차,안전운전불이행,교차로 - 교차로안,승용,48, 젖음/습기,104.0,37.51885355405862,127.05022221820612,0,1,1,0,0,7.0,5058.0,21.6,124471,0,1,1
2021,12,서울특별시 강남구 수서동,차대사람,보행자보호의무위반,단일로 - 기타,화물,62, 건조,107.0,37.486681130530926,127.10217613071386,1,0,1,0,0,8.0,3595.0,20.8,97512,0,1,1
2021,21,서울특별시 강남구 역삼동,차대차,안전거리미확보,교차로 - 교차로횡단보도내,승용,41, 젖음/습기,104.0,37.50865076593643,127.0386858766146,1,1,0,0,0,6.0,12051.0,27.5,65162,1,1,1
2021,21,서울특별시 강남구 논현동,차대차,안전운전불이행,단일로 - 기타,승용,39, 건조,104.0,37.51160717196494,127.02279253971422,1,1,0,0,0,5.0,3604.0,19.5,64676,0,0,0
