부착대관리번호,신호등종류,X좌표,Y좌표
03-0000007720,2.0,195062.17504,556718.87251
03-0000007575,2.0,195113.80314,556747.96515
03-0000007585,2.0,195100.92569,556768.99257
03-0000007591,2.0,195128.83615,556757.55718
03-0000029689,2.0,201970.57252,547209.69633
03-0000013004,2.0,202662.53125,547624.03125
03-0000013000,2.0,202675.50238,547613.06146
03-0000048608,2.0,195859.01697,549708.75968
03-0000053298,2.0,195875.37223,549695.3256
03-0000034757,2.0,208864.63244,543211.88622
03-0000014049,2.0,208873.82813,543228.09375
03-0000052531,2.0,208868.84375,543218.40625
03-0000052568,4.0,205564.07349,553033.18738
03-0000052569,4.0,205584.84021,553049.80076
03-0000052570,4.0,206402.34067,555450.03512
03-0000016653,2.0,203847.33769,551900.44114
03-0000061540,2.0,193340.21101,552809.53961
03-0000030633,2.0,190060.81354,547036.9726
03-0000031506,2.0,208437.23461,556019.82161
03-0000031879,2.0,202093.42113,560276.81196
03-0000015373,2.0,206496.79235,549577.05523
03-0000015911,2.0,197822.01667,549549.26666
03-0000048402,2.0,201950.34921,549846.49364
03-0000047205,2.0,191139.52796,539761.26499
03-0000027629,2.0,193199.92412,553096.4677
03-0000045849,2.0,211277.5,549005.5
03-0000047963,2.0,188311.41992,548171.03481
03-0000001333,2.0,202032.84844,553183.49109
03-0000041381,2.0,201892.46369,544881.46331
03-0000041495,2.0,204556.26754,550008.54491
03-0000041501,2.0,204572.71184,550006.91961
03-0000041533,2.0,202111.16512,550677.0079
03-0000041536,2.0,202092.90948,550693.17204
03-0000025129,2.0,206535.27253,558054.00756
03-0000033549,2.0,195136.46748,556789.23055
03-0000007596,2.0,195148.11896,556767.41744
03-0000007587,2.0,195163.03049,556797.63139
03-0000007721,2.0,195172.28289,556774.64446
03-0000007589,2.0,195193.31925,556800.61078
03-0000008284,2.0,195201.05408,556801.54882
03-0000007726,2.0,195211.02782,556775.68838
03-0000007729,2.0,195226.01671,556797.97346
03-0000033550,2.0,195263.05303,556786.59679
03-0000007593,2.0,195311.39491,556765.75113
03-0000014462,2.0,205577.81893,543153.11601
03-0000014483,2.0,206537.07088,543256.62937
03-0000014502,2.0,207493.15625,545086.25
03-0000014520,2.0,207762.11638,544539.95373
03-0000014549,2.0,208407.2309,544806.42796
03-0000014567,2.0,210853.89157,544016.98328
03-0000014695,2.0,203061.39229,561299.86016
03-0000041887,2.0,199316.50373,552117.23666
03-0000035258,2.0,203855.77826,551908.88171
03-0000016654,2.0,203959.04309,551992.37431
03-0000017491,2.0,203679.06353,551469.68098
03-0000016809,2.0,203694.9542,551487.47991
03-0000017495,2.0,203676.30278,551325.64561
03-0000016808,2.0,203695.8513,551647.0398
03-0000016810,2.0,203677.17294,551619.82303
03-0000031061,2.0,205008.96799,554641.57162
03-0000053393,2.0,205033.97386,554655.7872
03-0000036259,2.0,203294.31625,554106.75594
03-0000010781,2.0,192729.28688,551302.89497
03-0000009610,2.0,192755.75165,551303.21095
03-0000009615,2.0,192887.08593,551401.51808
03-0000009609,2.0,192873.71508,551410.24463
03-0000009347,2.0,194463.53762,551171.10529
03-0000042267,2.0,193036.33654,557708.08684
03-0000009104,2.0,195417.92181,554982.03743
03-0000009190,2.0,195423.35996,554944.50164
03-0000042168,2.0,195416.04315,554933.64145
03-0000049833,2.0,195081.24454,550161.95036
03-0000010427,2.0,207956.82117,548749.92291
03-0000010437,2.0,194156.86309,542817.68941
03-0000010446,2.0,192140.4219,542412.9375
03-0000010474,2.0,203021.45321,540675.54612
03-0000010484,2.0,194105.69112,541200.96212
03-0000010499,2.0,195835.10446,541471.25234
03-0000042316,2.0,203049.94454,559907.75529
03-0000010509,2.0,200186.35125,552047.9219
03-0000010527,2.0,195280.68332,542795.22607
03-0000010537,2.0,192158.4065,543079.3649
03-0000010556,2.0,198426.28415,542622.01628
03-0000010575,2.0,195122.92796,549485.85434
03-0000010585,2.0,195490.897,543637.72997
03-0000010594,2.0,195242.86637,541041.4031
03-0000010604,2.0,195055.61498,549705.57934
03-0000010614,5.0,194253.802,542039.25192
03-0000041816,2.0,204497.43305,542209.08003
03-0000036894,2.0,206518.79536,558223.47799
03-0000046404,2.0,200057.98654,550176.53071
03-0000046748,2.0,200248.13221,545568.56253
03-0000046030,2.0,203347.10938,552454.6875
03-0000029089,2.0,191824.60697,543185.27902
03-0000029100,2.0,192285.17188,545104.8125
03-0000029110,2.0,190624.41835,545821.5836
03-0000029121,2.0,192343.82793,552697.06718
03-0000029126,2.0,192029.48604,545801.32973
03-0000029137,2.0,190341.33078,543691.07094
03-0000029169,2.0,185756.4577,543028.4693
03-0000044213,2.0,197727.42865,542660.90596
03-0000029190,2.0,191432.35938,545335.21875
03-0000029200,2.0,191415.21379,545336.86951
03-0000029211,2.0,192851.60853,557444.39147
03-0000029230,2.0,193056.81279,557733.07628
03-0000029240,2.0,193712.39946,558414.29519
03-0000029262,2.0,206899.77514,558662.96489
03-0000029312,2.0,193741.11217,551646.22033
03-0000029343,2.0,195018.86195,549268.19691
03-0000029354,2.0,195222.97237,542202.96575
03-0000044214,2.0,196392.25735,541880.82667
03-0000044783,2.0,196606.92978,545247.34265
03-0000029384,2.0,210137.23584,545012.02794
03-0000029395,2.0,193423.86675,543359.89152
03-0000041654,2.0,201830.47733,540160.93271
03-0000041656,2.0,201809.01011,540162.81222
03-0000029584,2.0,192008.51013,539046.66869
03-0000052694,2.0,198139.95405,552939.78564
03-0000018745,2.0,185352.53701,548611.80856
03-0000031836,2.0,205830.99972,562605.11106
03-0000037289,2.0,204192.67279,561099.94954
03-0000053811,2.0,204182.40352,561072.00419
03-0000027202,2.0,204184.06603,561063.05381
03-0000031722,2.0,204187.49999,561109.47416
03-0000018084,2.0,183394.53405,549575.97281
03-0000035885,2.0,202873.57813,551485.0
03-0000052968,2.0,202876.84375,551487.875
03-0000017736,2.0,203000.09375,551419.09375
03-0000051999,2.0,203841.26563,563336.15625
03-0000025422,2.0,203867.37557,563364.10952
03-0000052002,2.0,193388.40625,545915.0625
03-0000052004,2.0,193386.65625,545910.40625
03-0000004563,2.0,193724.28397,545990.09588
03-0000004549,2.0,193724.4375,545985.09375
03-0000041878,2.0,198891.56007,552090.23243
03-0000028981,2.0,202546.87325,557736.49274
03-0000029001,2.0,194349.59548,555698.6181
03-0000037553,2.0,212526.94139,549624.87907
03-0000037560,2.0,192114.28125,547083.875
03-0000037640,2.0,206008.61093,555317.11004
03-0000037670,2.0,203042.21459,540522.92922
03-0000037703,2.0,202164.12852,549442.59925
03-0000046661,2.0,194479.29692,561338.05904
03-0000022408,2.0,192118.93615,544509.51383
03-0000022427,2.0,201986.81452,555274.78558
03-0000029445,2.0,192032.74854,545835.87971
03-0000014246,2.0,208086.34353,545459.55143
03-0000014301,2.0,208537.22674,545634.26128
03-0000014358,2.0,204792.06841,547269.35172
03-0000029092,2.0,190769.15478,539645.32035
03-0000029115,2.0,193530.76915,547834.92839
03-0000029133,2.0,195110.57823,554682.58164
03-0000029154,2.0,189563.77164,546283.58785
03-0000029165,2.0,189122.63964,544659.51899
03-0000029187,2.0,191373.75642,542265.06315
03-0000029210,2.0,183452.50163,552020.54683
03-0000029226,2.0,194039.57813,559594.90596
03-0000050105,2.0,199670.57126,545064.80473
03-0000050106,2.0,199692.61842,545071.45949
03-0000004335,2.0,192421.48438,538957.03125
03-0000052699,2.0,202618.13363,562477.06143
03-0000052701,2.0,202621.9885,562492.28775
03-0000052702,2.0,202626.19542,562476.13565
03-0000052703,2.0,202615.54332,562496.20914
03-0000052705,2.0,206379.749,560888.10585
03-0000036942,2.0,206332.41813,560890.69777
03-0000025381,2.0,206333.62749,560905.01115
03-0000052708,2.0,206325.31055,560890.56739
03-0000052710,2.0,206334.88641,560907.06243
03-0000026426,2.0,205221.82644,562785.68344
03-0000052711,2.0,205236.25932,562790.47386
03-0000052712,2.0,205236.51926,562801.66252
03-0000052713,2.0,205212.69601,562798.06063
03-0000052715,2.0,205214.55639,562784.6117
03-0000051995,2.0,203859.3688,563347.27292
03-0000051998,2.0,203847.32813,563335.46875
03-0000053109,2.0,204124.64063,546567.90625
03-0000025513,2.0,207570.83859,558084.29056
03-0000024906,2.0,204612.75566,559188.24916
03-0000017332,2.0,207352.44332,548878.82978
03-0000012790,2.0,202753.16325,544369.68831
03-0000009619,2.0,198811.92259,544652.76841
03-0000052094,2.0,198827.5565,544630.3478
03-0000030337,2.0,207930.96738,545186.9419
03-0000010868,2.0,196740.83417,541909.9773
03-0000029383,2.0,196753.09229,541885.78762
03-0000010872,2.0,196849.72876,541856.36478
03-0000010850,2.0,196864.95745,541833.87701
03-0000010498,2.0,196268.56792,541002.24279
03-0000033456,2.0,201855.52737,554061.12433
03-0000047993,2.0,189858.70104,542432.07801
03-0000048981,2.0,196641.57519,547037.22418
03-0000044647,2.0,209496.0878,549659.77221
03-0000045738,2.0,193453.96106,547524.46386
03-0000048320,2.0,208624.35145,545475.38744
03-0000004405,2.0,192239.39753,551748.59763
03-0000027680,2.0,199065.18721,539772.90868
03-0000004191,2.0,196692.45963,549369.56034
03-0000049299,2.0,193484.03723,551052.5686
03-0000024061,2.0,208864.60598,556522.19533
03-0000024143,2.0,207737.5287,555673.43542
03-0000024192,2.0,208871.40341,555674.50375
03-0000026554,2.0,201124.17708,558003.56836
03-0000031900,2.0,201101.77117,557987.80647
03-0000011102,2.0,195031.66505,544379.86417
03-0000028770,2.0,195740.96194,545049.96754
03-0000006246,2.0,195768.59557,545043.40211
03-0000010289,2.0,195634.11103,545038.63221
03-0000029324,2.0,195639.57304,545030.17557
03-0000028133,2.0,207408.5664,558135.98094
03-0000054224,2.0,207442.90035,558141.41182
03-0000042890,2.0,204020.125,565467.09375
03-0000024978,2.0,207175.79554,559783.68873
03-0000027093,2.0,207211.53335,559799.85219
03-0000036775,2.0,207226.35563,559810.21893
03-0000031609,2.0,205983.97306,559048.28963
03-0000054420,2.0,191260.0844,543788.37485
03-0000009471,2.0,197691.9906,552939.38386
03-0000010133,2.0,198847.01925,552856.66571
03-0000049392,2.0,200659.43075,557018.30884
03-0000026959,2.0,201642.53863,558346.91132
03-0000034197,2.0,187560.23391,544744.39204
03-0000020144,2.0,189920.2195,541670.95845
03-0000029379,2.0,191980.92188,541949.21875
03-0000010791,2.0,192103.9983,541972.98642
03-0000029948,2.0,210845.80895,544059.79576
03-0000034857,2.0,210851.01165,544050.37895
03-0000044416,2.0,191094.98662,545142.28564
03-0000025973,2.0,203590.38501,562589.40132
03-0000053579,2.0,186461.10938,544255.21875
03-0000053581,2.0,186181.29688,544060.4375
03-0000053582,2.0,193133.94189,547711.60854
03-0000053585,2.0,193153.80962,547704.16097
03-0000041292,2.0,193227.87592,547750.12777
03-0000017786,2.0,202172.3217,550907.23855
03-0000052065,2.0,201634.33901,549127.51815
03-0000044630,2.0,202126.01302,550944.55591
03-0000052483,2.0,190622.9471,552994.90509
03-0000043207,2.0,190720.92371,552924.72174
03-0000043208,2.0,190714.52723,552898.14596
03-0000052486,2.0,190682.40269,552910.88614
03-0000000332,2.0,202821.34955,544222.50112
03-0000000339,2.0,202813.24955,544196.60112
03-0000032134,2.0,202896.01274,544027.60331
03-0000053844,6.0,211197.06025,541292.00395
03-0000053846,2.0,206601.77989,546539.30345
03-0000031963,2.0,201615.609,558375.68453
03-0000054274,2.0,201617.53201,558360.71062
03-0000010538,2.0,192266.13733,543139.67898
03-0000033841,2.0,191581.44516,544351.67351
03-0000041768,2.0,196526.97165,542014.08328
03-0000009868,2.0,187974.95604,550175.73479
03-0000052319,2.0,206959.88836,552058.66739
03-0000016157,2.0,207814.1875,549498.46875
03-0000035162,2.0,207823.625,549485.28125
03-0000052316,2.0,206933.21875,552039.90625
03-0000052319,2.0,206951.72,552057.26329
03-0000036739,2.0,209915.875,555643.59375
03-0000027121,2.0,191668.71667,551300.63333
03-0000027132,2.0,191631.95871,551302.99119
03-0000042023,2.0,192887.98922,549530.63596
03-0000042026,2.0,192875.77676,549546.55978
03-0000053354,2.0,191270.75901,551764.62751
03-0000000230,2.0,195493.03653,549243.36014
03-0000045009,2.0,195502.00173,549274.32562
03-0000003145,2.0,194360.07141,553328.84589
03-0000011552,2.0,194358.24006,553424.54313
03-0000008848,2.0,193946.07814,553113.01599
03-0000009864,5.0,198413.85425,542308.03211
03-0000053402,2.0,198391.28125,542305.03125
03-0000048431,2.0,211710.33023,548717.00853
03-0000041685,2.0,184505.51563,548441.59375
03-0000033745,2.0,205837.53528,537283.12877
03-0000008628,2.0,205844.83506,537253.93102
03-0000042411,2.0,204603.59675,543153.8593
03-0000042414,2.0,204673.77482,543216.69939
03-0000042417,2.0,204696.71501,543210.55684
03-0000053616,2.0,189854.62311,553747.78689
03-0000053623,2.0,189833.36907,553740.61196
03-0000042567,2.0,202066.72084,545318.74917
03-0000042563,2.0,202045.04715,545259.1187
03-0000042564,2.0,202055.54805,545280.07263
03-0000042568,2.0,202092.75267,545254.87352
03-0000042561,2.0,202070.07479,545197.43514
03-0000042570,2.0,202082.15479,545230.4143
03-0000008432,2.0,193481.66405,547073.63573
03-0000011324,2.0,193524.21784,547077.92912
03-0000053082,6.0,193484.43951,547075.57913
03-0000052748,2.0,198037.60304,552877.02083
03-0000033453,2.0,197944.92489,552281.60051
03-0000007057,2.0,198022.05758,552199.92281
03-0000018375,2.0,207886.9375,550324.03125
03-0000051846,2.0,189616.30135,542110.09255
03-0000051848,2.0,189602.35711,542097.15327
03-0000051851,2.0,198881.62951,548367.95425
03-0000029264,2.0,198373.89662,542280.62857
03-0000053404,2.0,198381.51563,542276.71875
03-0000007035,21.0,198418.91835,542428.65496
03-0000009867,2.0,198420.40359,542447.80403
03-0000033974,2.0,198379.33099,542442.05921
03-0000053406,2.0,198412.5,542446.625
03-0000053408,2.0,198382.66115,542443.31146
03-0000053839,6.0,203987.07113,550475.98873
03-0000034255,2.0,193164.39149,552631.16419
03-0000032692,2.0,194283.63221,553504.06483
03-0000050280,2.0,195260.54114,555328.27801
03-0000047416,2.0,204786.36061,543066.80663
03-0000042421,2.0,204767.69368,543053.45213
03-0000046181,2.0,196031.11925,543462.8647
03-0000011737,2.0,196045.82021,543446.3674
03-0000048836,2.0,195955.80256,543434.81792
03-0000052085,2.0,195974.87399,543429.82416
03-0000010493,2.0,194516.01169,542990.93023
03-0000010379,2.0,194535.66948,542974.23422
03-0000034068,2.0,194623.05766,542984.33789
03-0000037784,2.0,184270.13909,543622.34418
03-0000008471,2.0,185357.42264,543758.25292
03-0000008476,2.0,185437.79261,543779.50311
03-0000051832,2.0,193477.44247,559103.2175
03-0000051833,2.0,193467.32878,559112.37151
03-0000051836,2.0,193630.88304,559063.11989
03-0000051839,2.0,193637.85998,559042.37765
03-0000051840,2.0,193303.47187,559110.86298
03-0000051841,2.0,193308.24887,559115.95426
03-0000051843,2.0,193322.27161,559103.88604
03-0000051845,2.0,202993.84691,550983.90347
03-0000035884,2.0,202886.28424,551507.88354
03-0000019882,2.0,202864.32813,551514.9375
03-0000035884,2.0,202878.98438,551510.6875
03-0000035885,2.0,202874.37337,551494.09592
03-0000019883,2.0,202884.10922,551481.21301
03-0000018379,2.0,207936.82813,550204.96875
03-0000018383,2.0,207954.875,550229.46875
03-0000018382,2.0,207908.57813,550346.03125
03-0000034023,2.0,198825.89788,552823.55748
03-0000010310,2.0,199758.30856,553557.31667
03-0000008722,2.0,207090.10482,563286.26458
03-0000024958,2.0,207075.82113,563289.88193
03-0000020700,2.0,187458.25285,548027.56247
03-0000010073,2.0,187536.66024,544749.37033
03-0000032224,2.0,187923.44431,548456.61721
03-0000028330,2.0,193253.6992,548033.41954
03-0000029237,2.0,186072.84666,551490.25272
03-0000034787,2.0,205944.30935,545630.95094
03-0000050281,2.0,195281.54971,555342.22608
03-0000052882,2.0,193226.2146,557511.52058
03-0000052883,2.0,193190.02935,557499.90658
03-0000009462,2.0,193460.39044,557283.90865
03-0000011111,2.0,193490.87768,557217.15145
03-0000008673,2.0,193559.82908,557118.81807
03-0000008668,2.0,193565.6166,557160.25946
03-0000008218,2.0,193757.92188,556865.625
03-0000052885,2.0,193796.22317,556844.92306
03-0000025131,2.0,206557.65466,558087.29003
03-0000024386,2.0,208450.8769,556056.58067
03-0000052471,2.0,207005.40821,557207.01181
03-0000023846,2.0,206985.25615,557228.89662
03-0000052492,2.0,201834.32482,557233.92323
03-0000042501,2.0,191159.99415,553351.89023
03-0000052835,2.0,191159.20738,553350.7202
03-0000052837,2.0,202711.09129,552554.93696
03-0000052839,2.0,202692.59251,552549.45997
03-0000006676,2.0,199906.05016,551410.70443
03-0000052814,2.0,199904.797,551413.781
03-0000050365,2.0,199880.55638,551399.05419
03-0000052816,2.0,199872.27415,551390.79062
03-0000006673,2.0,199862.15638,551388.93708
03-0000006683,2.0,199859.09443,551394.21325
03-0000052822,2.0,199841.70863,551423.55513
03-0000029131,2.0,207057.2886,563259.2914
03-0000037117,2.0,201767.55326,560173.3862
03-0000026307,2.0,201798.91397,560167.23197
03-0000043783,2.0,201878.84672,560252.51468
03-0000043779,2.0,201907.45828,560260.13493
03-0000044976,2.0,201456.37747,556742.04291
03-0000011169,2.0,198491.45561,552478.35319
03-0000025319,2.0,206667.73284,562718.46196
03-0000025329,2.0,206775.48983,563081.89232
03-0000025338,2.0,206849.15986,562916.69075
03-0000052467,2.0,205685.13071,549198.74151
03-0000052469,2.0,205632.59324,549186.22987
03-0000050564,2.0,204737.24608,548868.34112
03-0000052685,2.0,197568.78821,552305.38786
03-0000052718,2.0,197568.125,552294.34375
03-0000052693,2.0,198203.87079,552939.77616
03-0000009450,2.0,197538.71403,552961.6071
03-0000047904,2.0,197563.3464,552983.79509
03-0000052688,2.0,197596.58821,552274.78786
03-0000033261,2.0,197741.93359,552225.04272
03-0000029539,2.0,197314.17401,556319.78281
03-0000029519,2.0,197698.9609,553339.6283
03-0000045413,2.0,197684.3328,553304.68004
03-0000010118,2.0,197700.72301,553311.12912
03-0000010118,2.0,197696.00815,553310.05415
03-0000003256,2.0,197890.57247,556722.01137
03-0000003512,2.0,197950.64175,556774.73005
03-0000029405,2.0,197437.97335,553575.65596
03-0000053135,2.0,207691.04591,551566.41872
03-0000024403,2.0,208568.31098,555525.65226
03-0000052327,2.0,193070.61718,559073.66298
03-0000052330,2.0,193082.54015,559092.12558
03-0000052796,2.0,189908.0625,547048.9375
03-0000017786,2.0,202178.7889,550908.45514
03-0000052723,2.0,197871.71875,552284.875
03-0000052724,2.0,197870.65948,552282.10796
03-0000052725,2.0,197872.7567,552280.30478
03-0000052727,2.0,197993.625,552562.09375
03-0000052730,2.0,197930.71875,552499.5625
03-0000052735,2.0,197997.594,552883.5
03-0000052737,2.0,198013.53257,552859.01349
03-0000008802,2.0,186309.27678,541861.15482
03-0000008773,2.0,186309.7077,541853.03477
03-0000008783,2.0,186289.92077,541839.16037
03-0000011558,2.0,186294.20552,541693.20326
03-0000037774,2.0,184229.14335,543614.353
03-0000050101,2.0,193953.78047,553130.4213
03-0000053365,2.0,196318.02134,549798.93336
03-0000053367,2.0,196314.53884,549766.60883
03-0000009664,2.0,198579.67903,542920.30417
03-0000009665,2.0,198623.78148,542896.39997
03-0000053435,2.0,198554.39063,542913.3125
03-0000053437,2.0,198561.59375,542900.0625
03-0000053441,2.0,198443.07813,543171.09375
