부착대관리번호,신호등종류,위도,경도
03-0000033847,2.0,37.50480296436113,126.89718718798741
03-0000002909,2.0,37.50460429593535,126.89694092777256
03-0000005591,2.0,37.50489807370777,126.8970509165275
03-0000043113,2.0,37.50453690694159,126.89684406375262
03-0000008941,2.0,37.50398606542291,126.89594089737452
03-0000032837,2.0,37.50403359394939,126.89603674104947
03-0000018981,2.0,37.52330787910401,126.9015561083764
03-0000019183,2.0,37.535372289682385,126.88003827275065
03-0000008813,2.0,37.51090120766054,126.91041164085544
03-0000013872,2.0,37.48357470179755,127.0443120426655
03-0000014902,2.0,37.51263566246813,127.11966089461018
03-0000014991,2.0,37.54564241658214,127.16693763426541
03-0000015012,2.0,37.50572382374759,127.13639521943598
03-0000015284,2.0,37.489950118329304,127.12310973529532
03-0000009575,2.0,37.49432738214266,127.15149791664933
03-0000009607,2.0,37.51662294033428,127.11519279433158
03-0000009333,2.0,37.52182905162242,126.92739068766244
03-0000009327,2.0,37.52129251523422,126.92648510279439
03-0000030183,2.0,37.65062887233137,127.02869995678327
03-0000030254,2.0,37.54646397271828,127.01884687565116
03-0000030651,2.0,37.51674444825171,126.83800790174156
03-0000030983,2.0,37.573352180535025,127.04013111437084
03-0000031037,2.0,37.572791540849906,127.05869669834225
03-0000031139,2.0,37.57608633294304,127.06772750459487
03-0000031188,2.0,37.59827652800718,127.02065585207717
03-0000049119,2.0,37.518523154200764,126.93617911095754
03-0000044384,2.0,37.52345075002719,127.0555194921553
03-0000044383,2.0,37.52323463656349,127.05536922722632
03-0000044385,2.0,37.52339575413871,127.05526524660165
03-0000044382,2.0,37.52315309701374,127.05512594919374
03-0000043661,2.0,37.669875955510875,127.05947240631096
03-0000000650,2.0,37.56233802577723,126.85100140008201
03-0000019320,2.0,37.51941346101278,126.83614337458762
03-0000000667,2.0,37.562178035490234,126.85098661437388
03-0000019888,2.0,37.53070789554188,126.88955776938997
03-0000030722,2.0,37.52237551789523,126.83339245058812
03-0000022025,2.0,37.58839719138023,127.00598225553411
03-0000030036,2.0,37.53482549367078,126.97942869240393
03-0000050247,2.0,37.53482977073377,126.97922494374946
03-0000030140,2.0,37.54710689920334,127.03646418075621
03-0000050261,2.0,37.59118993164152,127.03920605284662
03-0000054713,2.0,37.55666554401908,126.94510653573212
03-0000009096,2.0,37.481118146016996,126.93009075726826
03-0000033834,2.0,37.48103681970574,126.92999915920954
03-0000033842,2.0,37.48065408652331,126.93043635679143
03-0000034186,2.0,37.499589171313154,126.90523273735018
03-0000010406,2.0,37.48305276533368,126.94318848553638
03-0000034073,2.0,37.48308681745945,126.9431525972875
03-0000000957,2.0,37.48294286104265,126.94383947622843
03-0000010412,2.0,37.48301785959216,126.94379464109339
03-0000032251,2.0,37.483182532446214,126.94386214723619
03-0000010433,2.0,37.48305022074627,126.9449506968196
03-0000019322,2.0,37.51990850036532,126.83562147454869
03-0000007053,2.0,37.562978091171345,126.99314380356643
03-0000005065,2.0,37.562842739966186,126.99297980749017
03-0000005058,2.0,37.56276968347395,126.99317183592586
03-0000070407,2.0,37.541971731433314,126.94277856269842
03-0000070403,2.0,37.54188192043161,126.94259942802194
03-0000030716,2.0,37.56263662598043,126.84217587857029
03-0000002107,2.0,37.564834839400035,126.80540197221258
03-0000002108,2.0,37.564862817299705,126.80560161107579
03-0000028033,2.0,37.5642134757467,126.80583155824065
03-0000019687,2.0,37.56267392300373,126.81635206096243
03-0000035848,2.0,37.52403319849764,126.90527104368189
03-0000030779,2.0,37.524178811858505,126.9053274226032
03-0000000450,2.0,37.52880298459076,126.87436274171522
03-0000021108,2.0,37.581948519924694,126.79792553888109
03-0000020528,2.0,37.576253019321875,126.81643751099772
03-0000030958,2.0,37.5592444478993,126.8036481053729
03-0000045606,2.0,37.58648846915017,126.92284629093534
03-0000037541,2.0,37.58635457050341,126.92271523522216
03-0000054710,2.0,37.55684155581466,126.94502961661915
03-0000054712,2.0,37.55677870931867,126.94509556208058
03-0000018602,2.0,37.52905115647122,126.87050640263391
03-0000018928,2.0,37.51375865858857,126.87463706608797
03-0000019188,2.0,37.53318246953492,126.88055417503715
03-0000034163,2.0,37.46643707081739,126.93152396235782
03-0000010884,2.0,37.4661585273107,126.93129813919788
03-0000009776,2.0,37.480535085392624,127.00544587296574
03-0000010330,2.0,37.48319180700688,126.97468867685706
03-0000023473,2.0,37.613691789167106,127.10124876888312
03-0000010431,2.0,37.48315654963523,126.94353961267306
03-0000009679,2.0,37.48228316919109,126.9436125241808
03-0000010397,2.0,37.470962654541516,126.94127963095906
03-0000010401,2.0,37.470606395709936,126.94157953713808
03-0000026718,2.0,37.66200652434655,127.06569861671844
03-0000054516,2.0,37.435907079825846,126.90278363936173
03-0000029202,2.0,37.503569184592166,126.90152342093306
03-0000009282,2.0,37.50359371668694,126.90193843231359
03-0000054221,2.0,37.62063288795347,127.07294955901935
03-0000000179,2.0,37.567728556220786,126.80939608109624
03-0000021488,2.0,37.530757426483234,126.8952218864218
03-0000023934,2.0,37.62075175648036,127.06288069391546
03-0000036665,2.0,37.620604820332524,127.06303427351935
03-0000045426,2.0,37.59922789829724,126.96054696882099
03-0000034113,2.0,37.57206726897151,126.90059119522162
03-0000033794,2.0,37.5800846890598,126.9339244394912
03-0000033840,2.0,37.50014809456575,126.91407553205487
03-0000043156,2.0,37.544736933883776,126.93533529710342
03-0000043181,2.0,37.55594992385526,126.82141542135876
03-0000043182,2.0,37.55593655210019,126.82110921359873
03-0000043188,2.0,37.51972043688903,126.89092479632646
03-0000043190,2.0,37.51957049830944,126.89113816388077
03-0000034581,2.0,37.50364415702629,127.03574768350079
03-0000034704,2.0,37.50388796045893,127.07590897725547
03-0000034826,2.0,37.48968752662882,127.10888018069731
03-0000034968,2.0,37.554771223463675,127.15060485089964
03-0000035020,2.0,37.55887075627194,127.15261131953865
03-0000043640,2.0,37.64803502271351,127.06805456652955
03-0000026058,2.0,37.64719835161038,127.04852486400354
03-0000010370,2.0,37.459614621780204,126.90498113517044
03-0000005836,2.0,37.49307833223637,126.92321154436664
03-0000053663,2.0,37.581293955083524,126.88949480866069
03-0000053665,2.0,37.58129907980323,126.88919478838685
03-0000053669,2.0,37.46749259008079,127.12047632810857
03-0000053673,2.0,37.46763113272033,127.12003451634263
03-0000053676,2.0,37.46661343177614,127.11794170969549
03-0000046968,2.0,37.509365645940875,127.00471589159409
03-0000052614,2.0,37.51201312496169,127.00508829133709
03-0000052616,2.0,37.5119510198852,127.00532387881992
03-0000024255,21.0,37.61382546448667,127.07551663829004
03-0000031648,2.0,37.61820787584811,127.07373428348474
03-0000029208,2.0,37.607835475114335,126.92454646382264
03-0000008277,2.0,37.61922418095361,126.90542185561102
03-0000052637,2.0,37.56581667814515,127.03913982112867
03-0000010031,2.0,37.48710404394677,126.9915048961463
03-0000010030,2.0,37.487082956622345,126.99193368178722
03-0000037957,2.0,37.49619897919452,126.98817857253898
03-0000037959,2.0,37.49677248767867,126.98782282391544
03-0000054504,2.0,37.50292785556748,126.89658548326477
03-0000054505,2.0,37.50258675264727,126.89643392760254
03-0000054506,2.0,37.50180127493323,126.89707439031693
03-0000033880,2.0,37.55898720036997,126.98747920212895
03-0000043096,2.0,37.575458476121064,126.93548014776212
03-0000043097,2.0,37.57552440659951,126.93520991605537
03-0000046890,2.0,37.578460164807666,126.89050346192681
03-0000043131,2.0,37.61551476651685,127.06918184444068
03-0000033711,2.0,37.55392296847199,126.92290978201147
03-0000033730,2.0,37.60346922841175,126.9104765801496
03-0000033749,2.0,37.54319475526561,126.95251332124629
03-0000033768,2.0,37.522842440417364,126.92581310803581
03-0000033778,2.0,37.60774271109951,126.92175098982413
03-0000033786,2.0,37.559720081383816,126.97400489080115
03-0000033823,2.0,37.50116507698451,126.87706669224576
03-0000033853,2.0,37.52389007624739,126.92240975848766
03-0000006339,2.0,37.5694709843472,126.84699247683396
03-0000006924,2.0,37.56431054225192,126.998541263905
03-0000044668,2.0,37.50832804028819,127.1335725583573
03-0000049944,2.0,37.518486063601515,126.91237015142967
03-0000011725,2.0,37.550229717606015,126.93306195820536
03-0000006542,2.0,37.54997956741167,126.93283649239874
03-0000009791,2.0,37.54969227504008,126.93305855287348
03-0000009058,2.0,37.549444245228,126.93276105830498
03-0000009075,2.0,37.54922015404561,126.93273781871564
03-0000011762,2.0,37.53081841046595,126.8748387567386
03-0000011911,2.0,37.55331430907856,126.97639575011047
03-0000011921,2.0,37.514003321669605,126.91913019558395
03-0000034818,2.0,37.52509700750269,127.05472520952158
03-0000041469,2.0,37.597503336150936,127.10041145446135
03-0000024493,2.0,37.59737244611244,127.10018926857178
03-0000024298,2.0,37.59344711722459,127.09888594536365
03-0000031530,2.0,37.61360733958263,127.07537937140202
03-0000033820,2.0,37.59523833913167,126.96383123048905
03-0000033820,2.0,37.59517793418488,126.96374387166114
03-0000015523,2.0,37.54678577749719,127.14874063515289
03-0000074718,2.0,37.662678171833626,127.03606970208182
03-0000025780,2.0,37.66269668981521,127.0374708420272
03-0000025634,2.0,37.656881113672185,127.02788623237959
03-0000025894,2.0,37.65665505846233,127.02783842184061
03-0000031324,2.0,37.606031619732626,127.0666247316567
03-0000023027,2.0,37.60579926430626,127.06654885467026
03-0000025340,2.0,37.66316495756898,127.07561386678725
03-0000025305,2.0,37.663056899303875,127.07579933063349
03-0000026889,2.0,37.66291076586341,127.07554723888147
03-0000011609,2.0,37.552031460272374,126.96312841179885
03-0000048178,2.0,37.55943283808345,127.0505470964017
03-0000049101,2.0,37.54537902401305,127.0154302227328
03-0000035950,2.0,37.57136291069245,127.01589483139296
03-0000029502,2.0,37.57045667573837,126.91279719424622
03-0000024303,2.0,37.59363117634063,127.09922286170377
03-0000023754,2.0,37.589472257050126,127.09699177385518
03-0000036635,2.0,37.58926282162764,127.09659313266225
03-0000034055,2.0,37.57257103661702,126.98778862920355
03-0000054117,2.0,37.572830364639856,126.98788958223724
03-0000054118,2.0,37.57262972105973,126.98767010816147
03-0000007334,2.0,37.57163198314208,126.9877948263855
03-0000031253,2.0,37.591594790878496,127.02000406456769
03-0000022297,2.0,37.59122751502667,127.01982418927695
03-0000031437,2.0,37.5913373310836,127.0196025848427
03-0000031991,2.0,37.67734815458629,127.05547083344233
03-0000042034,2.0,37.65605836707342,127.0531141349073
03-0000020832,2.0,37.55950644791598,126.80363836926696
03-0000054989,2.0,37.57312215358223,127.04511248618796
03-0000054990,2.0,37.57308904944176,127.04504609748805
03-0000054992,2.0,37.573111247509736,127.04531521958444
03-0000033836,2.0,37.5230770479538,126.93229360611673
03-0000008549,2.0,37.51687528292539,126.92828216761725
03-0000008547,2.0,37.51704632194865,126.92812124071014
03-0000008557,2.0,37.51706123727485,126.92821402826493
03-0000008506,2.0,37.49295788572109,126.82463428471824
03-0000008731,2.0,37.52538432896741,126.93005212224746
03-0000036899,2.0,37.626529004338465,127.0754175811565
03-0000026082,2.0,37.65056669069488,127.07814953625348
03-0000010365,2.0,37.47242979632993,126.93362935910311
03-0000010367,2.0,37.47231745336665,126.93368253532351
03-0000010356,2.0,37.47196444979027,126.93328793528072
03-0000009656,2.0,37.64767585545039,127.08050655505315
03-0000026110,2.0,37.64799246395508,127.07924905229352
03-0000025239,2.0,37.64806612416706,127.07759965604029
03-0000025487,2.0,37.64596941914093,127.08187646925356
03-0000009153,2.0,37.5839049947262,126.91439700006097
03-0000009141,2.0,37.58372243639633,126.91400786102764
03-0000009134,2.0,37.58562391106452,126.91559436654317
03-0000045126,2.0,37.560640570255046,126.97589720565634
03-0000034173,2.0,37.54938519040622,127.00738185474404
03-0000001270,2.0,37.54959177294867,127.00758137791478
03-0000048896,2.0,37.55819078995454,127.01910282191403
03-0000022057,2.0,37.57421364511014,127.03520650998307
03-0000025990,2.0,37.68025487209776,127.04731250049218
03-0000025986,2.0,37.68011730190187,127.0475168206227
03-0000042363,2.0,37.53928846115226,126.87613973523499
03-0000019266,2.0,37.565205715140465,126.84414127658764
03-0000035732,2.0,37.54950454997266,126.87514903331241
03-0000042112,2.0,37.550390319660096,126.81887882451831
03-0000036207,2.0,37.58590982576107,127.05019841735394
03-0000011677,2.0,37.65068485288217,127.07967400262622
03-0000035939,2.0,37.544088891134535,126.9705866409846
03-0000052108,2.0,37.503286183794856,126.99537904444348
03-0000052113,2.0,37.50318793612476,126.9950533680592
03-0000029246,2.0,37.50411871814765,126.99792009693456
03-0000000216,2.0,37.50401931807341,126.99828014047964
03-0000052118,2.0,37.5060606097538,127.0042035629871
03-0000052121,2.0,37.505995124447864,127.00441051923947
03-0000052126,2.0,37.50616350835438,127.00473854609264
03-0000052130,2.0,37.5060577699489,127.00483514870822
03-0000036012,2.0,37.438774242145335,126.8989478297488
03-0000020978,2.0,37.570554803219004,126.83760969984827
03-0000044871,2.0,37.60361507082601,127.11003285329011
03-0000044880,2.0,37.60631288137683,127.10785092132934
03-0000044882,2.0,37.60635235083626,127.1080412389681
03-0000044883,2.0,37.60629635365472,127.10818951587139
03-0000044908,2.0,37.61128103500015,127.02131615286252
03-0000044912,2.0,37.611110566690876,127.02146478330467
03-0000011432,2.0,37.4604451160319,127.03603861103997
03-0000042850,2.0,37.659536193673695,127.04137913621577
03-0000042854,2.0,37.659360754148686,127.04088955813205
03-0000042857,2.0,37.65854623540719,127.0406912202518
03-0000045926,2.0,37.49538954535722,126.94284253673456
03-0000025163,2.0,37.625981297724806,127.07288767054804
03-0000006912,2.0,37.54174945756197,126.95560727204142
03-0000056356,2.0,37.54168820742481,126.95568787738526
03-0000056358,2.0,37.54194799406277,126.95570243125364
03-0000024636,2.0,37.64433205674929,127.07631769535317
03-0000020116,2.0,37.56665078976796,126.84099944403147
03-0000009425,2.0,37.56510566059281,126.84051536476996
03-0000009423,2.0,37.564902011582674,126.84027068823607
03-0000019298,2.0,37.56090721635155,126.83905121995883
03-0000055967,2.0,37.61410936479542,127.10061104445668
03-0000046831,2.0,37.5442633879322,126.88327440792946
03-0000045479,2.0,37.535703162129415,126.89846606119235
03-0000046839,2.0,37.544057821511124,126.88308532428127
03-0000017291,2.0,37.52383823451691,126.95922966110946
03-0000008727,2.0,37.607473032478104,126.92170785521441
03-0000046507,2.0,37.560045075643934,126.91636507235901
03-0000043282,2.0,37.56357380771633,126.96838141200722
03-0000036739,2.0,37.60028637486359,127.1122954942472
03-0000036831,2.0,37.638327245951224,127.0770814059762
03-0000031320,2.0,37.604150452816455,127.03100739152916
03-0000015509,2.0,37.545695487163464,127.12383954156233
03-0000015538,2.0,37.56275234150525,127.05798719938794
03-0000012984,2.0,37.51686577360187,127.07743645325708
03-0000042869,2.0,37.65842077427175,127.04043011534928
03-0000042876,2.0,37.665948941839986,127.04308141730957
03-0000042881,2.0,37.66590507024434,127.04292810207437
03-0000042903,2.0,37.654304036222165,127.0381780631415
03-0000042906,2.0,37.65424861291627,127.0380436405523
03-0000016724,2.0,37.55227336389079,127.02519398440303
03-0000017377,2.0,37.538985937161485,127.05473798236987
03-0000017383,2.0,37.53875645580937,127.05473130169952
03-0000035397,2.0,37.53894524327515,127.0550168725924
03-0000017385,2.0,37.5387257231443,127.05511546105484
03-0000054999,2.0,37.54548248229876,126.84495444613823
03-0000055001,2.0,37.54545817664797,126.84467071711505
03-0000055974,2.0,37.61282449065012,127.09625539067387
03-0000010102,2.0,37.613060226828196,127.09658575643083
03-0000010102,2.0,37.61294597532747,127.09658117089657
03-0000019594,2.0,37.5589898743753,126.86539682750968
03-0000021705,2.0,37.58630292653519,127.03079941214891
03-0000021930,2.0,37.58053639829943,127.0760104030475
03-0000022171,2.0,37.582607079549334,127.04812292779181
03-0000022284,2.0,37.593516647742725,127.01811633299252
03-0000046891,2.0,37.57797527745521,126.89071960395157
03-0000010929,2.0,37.57617047753519,126.89376715088811
03-0000036873,2.0,37.616410772282,127.03086136132742
03-0000047741,2.0,37.577273956454576,126.8809015877949
03-0000036998,2.0,37.62756841843527,127.03783520757383
03-0000042549,2.0,37.5855752042863,126.88889637545756
03-0000019346,2.0,37.512323010287446,126.88698952828909
03-0000045866,2.0,37.571973800948804,127.02325152841004
03-0000022918,2.0,37.60988614695698,127.02265157322338
03-0000015501,2.0,37.54115532878992,127.04617259151637
03-0000034104,2.0,37.49802870298171,127.12045570712593
03-0000029347,2.0,37.49814178711293,127.12088901103503
03-0000043282,2.0,37.56360820799272,126.9683305207234
03-0000009798,2.0,37.60332198850915,126.92705576581744
03-0000009792,2.0,37.60347445831858,126.927319997101
03-0000006341,2.0,37.60331927831717,126.92720619446895
03-0000008530,2.0,37.55336848699585,126.92584259718727
03-0000006886,2.0,37.55334704970758,126.92603000184216
03-0000022676,2.0,37.595892123798976,127.03843924833919
03-0000032001,2.0,37.59587772205113,127.03847860771702
03-0000054119,2.0,37.59571775787606,127.03823962336503
03-0000021190,2.0,37.577897778228696,127.01526681052596
03-0000008919,2.0,37.57163942034266,126.91392745331548
03-0000008839,2.0,37.571408972314075,126.9137719855113
03-0000020227,2.0,37.57104946186093,127.01568111672033
03-0000046046,2.0,37.57002246244916,127.01244349213825
03-0000008450,2.0,37.49305879801281,126.89086300459778
03-0000008495,2.0,37.499895262562525,126.91623728898028
03-0000008581,2.0,37.50533641811691,126.94446653346061
03-0000045666,2.0,37.49659813285188,126.86253081631547
03-0000010955,2.0,37.575415354038,126.89560370540157
03-0000029388,2.0,37.57502805601734,126.89585079165377
03-0000015611,2.0,37.644779667685874,127.01994434574543
03-0000042004,2.0,37.59537195521229,127.01582789170433
03-0000048150,2.0,37.66743018661007,127.0787927180582
03-0000042803,2.0,37.60622307904897,127.02744513454053
03-0000042808,2.0,37.603361266807475,127.02393384849763
03-0000043387,2.0,37.600380741793465,127.0401757778398
03-0000049532,2.0,37.492383906698414,126.95632187074087
03-0000046181,2.0,37.49059354747796,126.95503354692976
03-0000010664,2.0,37.485561429641024,126.9558438077053
03-0000003396,2.0,37.479490363011564,126.9637118833216
03-0000003398,2.0,37.479472479716165,126.9635019334217
03-0000046956,2.0,37.477308012591905,126.96313987155845
03-0000050554,2.0,37.564000028842585,127.00706908971854
03-0000050560,2.0,37.56432930071226,127.00730337787981
03-0000053460,2.0,37.49119308603678,126.98263942464175
03-0000026523,2.0,37.661735575573424,127.07407695459514
03-0000026419,2.0,37.66308953566031,127.06171946731047
03-0000026422,2.0,37.66285173601208,127.06160593422119
03-0000026755,2.0,37.668515816850366,127.0599943653355
03-0000033955,2.0,37.48170479877231,126.8828736472196
03-0000008515,2.0,37.55318659647091,126.92609872102543
03-0000008666,2.0,37.5015261729066,126.94554390488508
03-0000008735,2.0,37.511509209722625,126.88510673899277
03-0000008778,2.0,37.51248303197003,126.86502348341392
03-0000008822,2.0,37.5938213964036,126.91826040975471
03-0000008866,2.0,37.57855159409227,126.93118447173842
03-0000008970,2.0,37.56208745532601,126.9638075478835
03-0000009016,2.0,37.60839614114937,126.95719076852832
03-0000009117,2.0,37.50022655725545,126.90557852619774
03-0000009160,2.0,37.56890753505828,126.97921456643128
03-0000009216,2.0,37.524238240160834,126.92254906371404
03-0000009296,2.0,37.57702829212778,126.9336676916584
03-0000009389,2.0,37.45992761319592,127.08029269447663
03-0000009441,2.0,37.50636576830931,127.10923885941389
03-0000009529,2.0,37.5160784902753,127.11673345267991
03-0000050434,2.0,37.601261712038834,127.07081389762203
03-0000035644,2.0,37.512986020707594,126.86694766945935
03-0000035675,2.0,37.53276426586905,126.90450928959397
03-0000035693,2.0,37.51663235627756,126.83839725837073
03-0000035702,2.0,37.52509498162589,126.96746795831034
03-0000044420,2.0,37.50697496540639,127.10043816667458
03-0000044496,2.0,37.492579387594965,127.08729029136293
03-0000044941,2.0,37.59119331958733,127.03834364183331
03-0000044948,2.0,37.590520790034624,127.05451055290239
03-0000045925,2.0,37.495528812720664,126.9426191668007
03-0000003589,2.0,37.499838138022106,126.92827257801811
03-0000011387,2.0,37.49952178573512,126.9281094092901
03-0000003673,2.0,37.49993090699542,126.92416633996801
03-0000037629,2.0,37.494907653956005,126.96092763212458
03-0000012188,2.0,37.47392653305598,127.0306529889907
03-0000029506,2.0,37.550547633255476,126.92298608784832
03-0000007376,2.0,37.55061446028802,126.92316961602502
03-0000056148,2.0,37.55322319880016,126.92548116309086
03-0000043500,2.0,37.54910156743894,126.92296474784943
03-0000004482,2.0,37.47595172117641,126.89889051932515
03-0000059048,2.0,37.6076327272706,127.09678415532996
03-0000057241,2.0,37.55969216743113,126.83951675224183
03-0000046538,2.0,37.584412633698115,126.94358267787418
03-0000048722,2.0,37.54673503144514,126.95328485003428
03-0000009764,2.0,37.48185065252554,126.88304459719033
03-0000038042,2.0,37.659859151616516,126.94811419794118
03-0000006772,2.0,37.56653184740312,126.89934095850458
03-0000058754,2.0,37.58547361102793,126.87982969200594
03-0000058764,2.0,37.58615743892446,126.8813706537185
03-0000058767,2.0,37.58632737273288,126.88136156748075
03-0000058772,2.0,37.58694309115085,126.88230835661518
03-0000058777,2.0,37.58761844480104,126.88306353033586
03-0000058782,2.0,37.587812588045956,126.88300639242648
03-0000058784,2.0,37.587812344635765,126.8827610677475
03-0000058787,2.0,37.587299246896,126.88380259202447
03-0000014843,2.0,37.5027680044948,127.13968953287304
03-0000031499,2.0,37.58119207256303,127.08159649994911
03-0000024114,2.0,37.58140136245825,127.08122361641028
03-0000013281,2.0,37.5140215971179,127.04237939652899
03-0000013324,2.0,37.525027379335484,127.02390814381353
03-0000013370,2.0,37.51629402829006,127.05143998872687
03-0000054727,2.0,37.55683699575913,126.9467516392923
03-0000054730,2.0,37.556682759333604,126.94700636034165
03-0000006358,2.0,37.55401413266867,126.91969038801946
03-0000006326,2.0,37.554169316899454,126.91989584939398
03-0000006327,2.0,37.554004059133256,126.92015653901665
03-0000054732,2.0,37.55400399195545,126.91994289357729
03-0000054733,2.0,37.55404084725708,126.91989970763117
03-0000054736,2.0,37.554062933793034,126.92008376402515
03-0000054738,2.0,37.553810574990486,126.91955213048358
03-0000008939,2.0,37.51318414336465,126.92243515383885
03-0000033805,2.0,37.51349305063034,126.92222671195695
03-0000044742,2.0,37.51430349491512,126.91903060634479
03-0000010357,2.0,37.551754005116095,127.04729096458837
03-0000055977,2.0,37.55175024317447,127.04720676415435
03-0000055979,2.0,37.55154314476007,127.04711072616054
03-0000010354,2.0,37.551554081433196,127.04749868106198
03-0000055982,2.0,37.5515841153543,127.04745396772256
03-0000018803,2.0,37.5302623014258,126.90440487466468
03-0000053968,2.0,37.623713413309794,127.03757460881599
03-0000053971,2.0,37.62371264676139,127.03771521649958
03-0000053972,2.0,37.62365913051741,127.03771731419276
03-0000030918,2.0,37.57604789216793,126.81716242485949
03-0000030974,2.0,37.521126537415114,126.868573691492
03-0000031005,2.0,37.569736183835836,127.06993601333669
03-0000011489,2.0,37.484897134285255,126.91414420250545
03-0000058789,2.0,37.58722035450842,126.88372576544518
03-0000058855,2.0,37.482818892678715,126.94769054150998
03-0000058857,2.0,37.48276769353692,126.94779392437272
03-0000058859,2.0,37.4825595312639,126.94778784009583
03-0000010779,2.0,37.47830065522508,126.9600673603584
03-0000010930,2.0,37.45365400927323,126.90608160811833
03-0000010977,2.0,37.497834310072406,126.95252210676236
03-0000075127,2.0,37.54775504302776,127.00638477537518
03-0000016218,2.0,37.67740063283329,127.04913240583812
03-0000054741,2.0,37.55384645305539,126.9197280373714
03-0000054748,2.0,37.55475082775745,126.92195519249472
03-0000054749,2.0,37.55484294332351,126.92207866894117
03-0000023220,2.0,37.570796764360736,127.08629246540922
03-0000013865,2.0,37.4835156962016,127.04454251667907
03-0000044523,2.0,37.48644188514676,126.9521164312502
03-0000014825,2.0,37.53640835601381,127.14857122373427
03-0000011994,2.0,37.63743972470408,126.9342687943627
03-0000046205,2.0,37.54181611640208,127.1229531196014
03-0000012491,2.0,37.485380186768246,126.88597335045988
03-0000012715,2.0,37.49809807583266,127.03837470211988
03-0000023345,2.0,37.616943768810444,127.04926445561708
03-0000023353,2.0,37.61660946846949,127.04941946133063
03-0000031383,2.0,37.61732134974909,127.02741095182655
03-0000036329,2.0,37.589277897556045,126.9974478815376
03-0000022180,2.0,37.58925824677094,126.9972880891033
03-0000008667,2.0,37.528753914279015,126.90800288023816
03-0000006128,2.0,37.58767366345535,126.92264735736076
03-0000006357,2.0,37.578055928115326,126.90163505837073
03-0000006399,2.0,37.58707054540348,126.88695402708264
03-0000029142,2.0,37.49192504627938,126.89538530843426
03-0000049892,2.0,37.62428361289143,126.92943450385528
03-0000013504,2.0,37.47549341207955,127.10615983965329
03-0000043602,2.0,37.61714653156623,127.0277578080192
03-0000025894,2.0,37.65664779935524,127.02779900282788
03-0000026036,2.0,37.66568596926186,127.03732853928855
03-0000026034,2.0,37.665671726821,127.03703014435891
03-0000009339,2.0,37.51839150130341,126.9250141056527
03-0000010415,2.0,37.57150130113386,126.90164469729825
03-0000031843,2.0,37.67872297532113,127.05191951584489
03-0000031980,2.0,37.68057264102749,127.05566633360937
03-0000009186,2.0,37.52540067505639,126.93037098917065
03-0000047336,2.0,37.57287755465155,127.0155617927732
03-0000021291,2.0,37.573100176303505,127.01546141331812
03-0000031750,2.0,37.655636868687424,127.0279620829823
03-0000025636,2.0,37.65529198621794,127.02790406205506
03-0000036030,2.0,37.62388313309991,127.03749066126888
03-0000046726,2.0,37.62864480698667,127.0394015466983
03-0000032039,2.0,37.61866168628245,127.03624676660321
03-0000027380,2.0,37.618443277535675,127.03588264725401
03-0000056337,2.0,37.51040793613473,127.0707828330121
03-0000013471,2.0,37.51054301369017,127.0709152160759
03-0000034643,2.0,37.5108944184743,127.07077363563758
03-0000056339,2.0,37.51086835565941,127.07051799148184
03-0000043724,2.0,37.557829581583476,127.0409028498085
03-0000014355,2.0,37.52529123556633,127.05463311877777
03-0000014356,2.0,37.52517991799363,127.0542139445027
03-0000017838,2.0,37.520394693067416,127.06240566673881
03-0000017839,2.0,37.520330843006214,127.0624824360332
03-0000017840,2.0,37.52001596233075,127.06288493053874
03-0000013554,2.0,37.518352829205476,127.06531429722126
03-0000034659,2.0,37.518186070681985,127.06543939167037
03-0000050303,2.0,37.55111261501823,126.98317607148056
03-0000050303,2.0,37.55110266546218,126.98314881772244
03-0000050305,2.0,37.5509643550729,126.98309817162283
03-0000057233,2.0,37.56055888538295,126.8401874208327
03-0000011927,2.0,37.5604417452262,126.83979121997514
03-0000057237,2.0,37.559507583578316,126.83981018575028
03-0000008898,2.0,37.49460893497219,126.90562961892319
03-0000003957,2.0,37.49464214067369,126.90587436376448
03-0000029147,2.0,37.49467165520776,126.90589651852494
03-0000008488,2.0,37.55724265910236,126.93707163307177
03-0000055685,2.0,37.557357743511744,126.93683799544291
03-0000055689,2.0,37.55613219188004,126.93696687854231
03-0000055691,2.0,37.55607188071361,126.93679812220009
03-0000015992,2.0,37.55043264422615,126.97736174148076
03-0000046037,2.0,37.57212537222888,127.02350299073011
03-0000041851,2.0,37.57126825328097,127.02382626109143
03-0000008827,2.0,37.55472160902989,126.98187234440127
03-0000050836,2.0,37.601290550220774,127.0712246084859
03-0000045976,2.0,37.5694595272068,127.00244019799807
03-0000021410,2.0,37.53355102963181,126.96583749196705
03-0000018010,2.0,37.533172607438615,126.95996154423908
03-0000034087,2.0,37.54777342678837,126.92504195084459
03-0000010479,2.0,37.54763084116936,126.92524196107607
03-0000028908,2.0,37.54594339174976,126.94270712978778
03-0000044085,2.0,37.523823159467106,127.0391594581749
03-0000033202,2.0,37.52199525047984,126.89256606992626
03-0000033222,2.0,37.559525416988315,126.96888972850559
03-0000047088,2.0,37.52960509843719,126.92964989167642
03-0000043530,2.0,37.52918679287238,126.87754950846612
03-0000043535,2.0,37.52892624848349,126.87793961934507
03-0000043585,2.0,37.62657314152451,126.92897469166437
03-0000043568,2.0,37.51675142275268,126.89435507485177
03-0000050121,2.0,37.49743427316044,127.12878671043194
