부착대관리번호,신호등종류,위도,경도
03-0000021393,2.0,37.56534297270367,127.05447046573221
03-0000028617,2.0,37.47300140003067,126.91880458780604
03-0000005514,2.0,37.47318866375906,126.91885530722003
03-0000005514,2.0,37.47309881333184,126.91875565518878
03-0000007775,2.0,37.55459532384169,126.93709123087025
03-0000044430,2.0,37.513475965397475,126.94113288686599
03-0000005197,2.0,37.55713158969242,126.97230833347302
03-0000026908,2.0,37.636415152767206,127.02315907826379
03-0000031691,2.0,37.66206556576026,127.03141040000817
03-0000018251,2.0,37.56714994793783,127.02754578071001
03-0000017522,2.0,37.547705394893896,127.05090920563333
03-0000028586,2.0,37.568613670613736,126.98294131764781
03-0000007639,2.0,37.59692364230525,126.94772006488569
03-0000007657,2.0,37.57228714110943,126.90901934865651
03-0000007675,2.0,37.58419052174041,126.89162275440535
03-0000007829,2.0,37.60923029102194,126.91627731258578
03-0000010924,2.0,37.469968318518326,126.91989170035627
03-0000041822,2.0,37.48980685094747,126.95337670177054
03-0000060898,2.0,37.48808543044245,127.02657413616721
03-0000045901,2.0,37.48622255969398,127.0292036487635
03-0000011973,2.0,37.48995380458614,126.95363753575351
03-0000034120,2.0,37.4900726678389,126.9535045349043
03-0000060201,2.0,37.49004339640721,126.95350535305043
03-0000044527,2.0,37.48630981806693,126.95232337974794
03-0000061657,2.0,37.618942280220935,127.01796238922292
03-0000061661,2.0,37.61208388014722,127.00560342355877
03-0000031295,2.0,37.6119672258447,127.005363297557
03-0000003034,2.0,37.58670904892524,126.97298781334177
03-0000027097,2.0,37.56063440559143,126.81765976209246
03-0000060546,2.0,37.570977006076944,126.8116689971007
03-0000060547,2.0,37.570586080635486,126.81152611180737
03-0000060548,2.0,37.56944674247629,126.81178151204566
03-0000060549,2.0,37.569118026808596,126.81161476914102
03-0000031734,2.0,37.65210513190375,127.06395334953903
03-0000028387,2.0,37.552330769869634,126.98189887804223
03-0000028437,2.0,37.55490280922337,126.93010996956227
03-0000020464,2.0,37.571123039831754,127.00879358125853
03-0000010864,2.0,37.479909811655766,126.9561160192261
03-0000010771,2.0,37.4780206454899,126.96134845944825
03-0000010895,2.0,37.47607983508908,126.96583309496945
03-0000009702,2.0,37.475769015430004,126.96727005549262
03-0000009703,2.0,37.47567417917762,126.96727487910326
03-0000001347,2.0,37.47544925948321,126.96735572669945
03-0000010837,2.0,37.47552131869141,126.96738199277688
03-0000060220,2.0,37.47560852441904,126.96709490690016
03-0000001408,2.0,37.4864761000719,126.9517021575913
03-0000010821,2.0,37.486330906772835,126.95185650567626
03-0000033653,2.0,37.5715070682193,126.92202041427001
03-0000047204,2.0,37.46967739641638,127.12481577497425
03-0000017169,2.0,37.55447817209556,127.09418530445365
03-0000017186,2.0,37.542027357753966,127.07181882707798
03-0000008217,2.0,37.615990694850616,126.91385651302345
03-0000008235,2.0,37.60544891187981,126.9227115580487
03-0000023435,2.0,37.588787264252964,127.06867305362235
03-0000038279,2.0,37.475720454637774,127.04646014955037
03-0000044789,2.0,37.483185754522744,126.97484116110554
03-0000060537,2.0,37.57311387355485,126.8226208423049
03-0000018026,2.0,37.57116621906434,126.81683950328654
03-0000011173,2.0,37.470657534067875,126.90283842588312
03-0000060551,2.0,37.56437741914306,126.81114495731761
03-0000060553,2.0,37.5643715572511,126.81133880524256
03-0000062081,2.0,37.46930866995874,126.886402776427
03-0000062083,2.0,37.4694700765629,126.88653366270417
03-0000062088,2.0,37.51090930146477,126.91193713038899
03-0000062090,2.0,37.51107791384967,126.91202369986686
03-0000061554,2.0,37.56030668900869,126.99009668733258
03-0000017815,2.0,37.56902325455397,126.81647298022422
03-0000017814,2.0,37.569025356058006,126.81661290280393
03-0000019687,2.0,37.56257889790325,126.81629779170959
03-0000008646,2.0,37.52927192123759,126.91706656272909
03-0000008656,2.0,37.51356880087016,126.94262687873353
03-0000009251,2.0,37.57147741730367,126.9216106700457
03-0000016608,2.0,37.51798425608457,126.98535507121287
03-0000009200,2.0,37.50175302935522,126.97999751250309
03-0000009201,2.0,37.50181047290026,126.98002364978501
03-0000009981,2.0,37.50041453068301,126.98540676756099
03-0000009981,2.0,37.50041582885627,126.98541701249313
03-0000049084,2.0,37.501978688159475,126.98951515819171
03-0000052104,2.0,37.50214402775922,126.99052387900231
03-0000052105,2.0,37.502105454185646,126.990533072667
03-0000004379,2.0,37.56616396045382,126.91113004910821
03-0000061811,2.0,37.52811375014637,126.89717003336251
03-0000061812,2.0,37.52780102909364,126.89681464655197
03-0000020156,2.0,37.527554112980134,126.8974780412531
03-0000061815,4.0,37.527306898565115,126.85727319717249
03-0000049503,2.0,37.50638584031581,126.89137086599763
03-0000062364,2.0,37.57957750513125,127.02484033289227
03-0000027534,2.0,37.6039207234745,127.09549063248514
03-0000062365,2.0,37.60393735587474,127.09548078746323
03-0000018027,2.0,37.570871428256005,126.81654718640023
03-0000018023,2.0,37.56923942452258,126.81671962877759
03-0000060976,2.0,37.59064250491797,126.90616055277292
03-0000060977,2.0,37.59052238811056,126.90643864396246
03-0000008512,2.0,37.54175769348544,126.94083792979589
03-0000015369,2.0,37.54657434260457,127.07615194734196
03-0000021457,2.0,37.569987522119426,127.03747327026193
03-0000021458,2.0,37.57019714993418,127.03772369550568
03-0000021810,2.0,37.58643700890585,127.03464856706285
03-0000008435,2.0,37.591054058484055,126.91585013875208
03-0000008445,2.0,37.498371700356756,126.92800478441818
03-0000008454,2.0,37.49859982595937,126.92828598881529
03-0000008463,2.0,37.467662896975604,126.94929148253532
03-0000008473,2.0,37.49956767880058,126.8899844243385
03-0000008483,2.0,37.49312991849333,126.8273585332988
03-0000008492,2.0,37.50759612964044,126.8939245329228
03-0000008503,2.0,37.496262879436415,126.84405673874406
03-0000008512,2.0,37.5417408063258,126.94082733191303
03-0000008540,2.0,37.503385191188755,126.85113413839639
03-0000008569,2.0,37.5075092129074,126.89418374043395
03-0000008579,2.0,37.52544247352164,126.91950763055196
03-0000008674,2.0,37.498940111606615,126.94404777695672
03-0000008692,2.0,37.49812467941665,126.88530412778215
03-0000008701,2.0,37.510110776854496,126.85817610527131
03-0000044014,2.0,37.63782412688781,127.02572311745358
03-0000018033,2.0,37.55436392022645,127.03390757932611
03-0000018041,2.0,37.55439403971913,127.0342166471704
03-0000018069,2.0,37.53101474123354,127.0864061736676
03-0000018087,2.0,37.54234112611108,126.86286272197417
03-0000013366,2.0,37.465022118860766,127.10623928070048
03-0000008152,2.0,37.6142383871236,127.09622266605597
03-0000016755,2.0,37.548260138344986,127.02338923374627
03-0000016765,2.0,37.548344341013305,127.02136770847272
03-0000016775,2.0,37.55803792143422,127.03109581814817
03-0000016822,2.0,37.52786883006122,127.14408482069132
03-0000022911,2.0,37.60550473810951,127.0674000360807
03-0000022914,2.0,37.60524178136676,127.06728029717097
03-0000062367,2.0,37.60390310231675,127.09567803175368
03-0000062742,2.0,37.492286880007434,126.94918356419981
03-0000062744,2.0,37.4839586302765,126.9103538118613
03-0000062746,2.0,37.484121890160225,126.91031519641024
03-0000062748,2.0,37.49228384216416,126.94918333761424
03-0000054884,2.0,37.52266562342675,126.96060618741069
03-0000010760,2.0,37.556534774386684,127.00480822180093
03-0000048731,2.0,37.60612904851385,127.01490088584922
03-0000045320,2.0,37.586197688866505,127.05180464709191
03-0000041302,2.0,37.531246303830855,126.90587705267441
03-0000044749,2.0,37.48494210376071,127.0165444323838
03-0000008608,2.0,37.496622873769596,126.8875160638786
03-0000015587,2.0,37.545486183157486,127.08005153299476
03-0000021351,2.0,37.56662459780031,127.05473343065384
03-0000036168,2.0,37.56687153894998,127.05467295100813
03-0000061021,2.0,37.588098767748676,127.09430705180309
03-0000008971,2.0,37.494023496176894,126.89844559734942
03-0000031300,2.0,37.60536470561816,127.06701766947955
03-0000022916,2.0,37.60499251558209,127.06694947534274
03-0000053896,2.0,37.556398616786716,127.0882840934369
03-0000053895,2.0,37.55619392342614,127.08809317959349
03-0000062424,2.0,37.58881172348958,127.08993333451242
03-0000062426,2.0,37.5890060936337,127.08995675950945
03-0000062429,2.0,37.589202332148865,127.09164512559514
03-0000024048,2.0,37.58936511695377,127.09157090850942
03-0000036650,2.0,37.61658297553976,127.07938945517682
03-0000062436,2.0,37.53968681298249,127.03524579051933
03-0000062438,2.0,37.539670320531094,127.035645643822
03-0000061679,2.0,37.51524506932045,127.03524494370298
03-0000022849,2.0,37.591213162392094,127.04189976543005
03-0000026264,2.0,37.62954076617846,127.01325365068426
03-0000026274,2.0,37.63765168334063,127.01315057476155
03-0000026284,2.0,37.63392901638123,127.01541438048388
03-0000026310,2.0,37.65917418815053,127.04973879995052
03-0000020514,2.0,37.57107410058248,126.84168258882708
03-0000020524,2.0,37.576105483314635,126.81346898988531
03-0000048002,2.0,37.50832376808348,126.84092410289735
03-0000020547,2.0,37.52688014020178,126.86000662771605
03-0000020581,2.0,37.52774466446386,126.87414084582242
03-0000061022,2.0,37.5879837584614,127.0940978021724
03-0000036684,2.0,37.57492939500105,127.08545059995424
03-0000026977,2.0,37.47806552604894,126.98830376908883
03-0000024154,2.0,37.62850518872784,127.07033370542604
03-0000024171,2.0,37.58676670643721,127.08814390911132
03-0000044244,2.0,37.529409374884224,126.96666051918476
03-0000037052,2.0,37.667139523387505,127.03923341984165
03-0000046825,2.0,37.52170539027725,126.9771049154076
03-0000060224,2.0,37.52142755264154,126.97702143112303
03-0000035229,2.0,37.52240745067942,126.9909439686764
03-0000016831,2.0,37.52960400123006,127.14299401272666
03-0000014795,2.0,37.52727728353849,127.14183998196084
03-0000015843,2.0,37.526420733451005,127.14475006808713
03-0000015724,2.0,37.54475478605734,127.13044074145326
03-0000015725,2.0,37.54492083689569,127.13045874001605
03-0000061832,2.0,37.5357273256409,126.8978122945404
03-0000025912,2.0,37.6256447973932,127.09364450702539
03-0000024237,2.0,37.6156988245458,127.07646499116653
03-0000024293,2.0,37.626639024499035,127.06574934587397
03-0000024303,2.0,37.59363093043613,127.09923253573047
03-0000024313,2.0,37.600358248637285,127.10834740429785
03-0000024323,2.0,37.60415922390314,127.09034423110843
03-0000024332,2.0,37.60502543061617,127.09166510556882
03-0000020383,2.0,37.549791056379405,126.85165000843485
03-0000020412,2.0,37.57042464511215,126.83782350273485
03-0000024352,2.0,37.63098606078279,127.07069315832308
03-0000052108,2.0,37.50322861884885,126.99541225909329
03-0000060232,2.0,37.50128552736574,126.9975386790157
03-0000060233,2.0,37.5011743506578,126.99744700241358
03-0000054894,2.0,37.52173081760702,126.96636767375122
03-0000030387,2.0,37.52062038851788,126.9659406113316
03-0000046864,2.0,37.498075071647136,126.88399391106343
03-0000046867,2.0,37.49762230820756,126.88390071605063
03-0000043527,2.0,37.49691761004771,126.88346516399766
03-0000001412,4.0,37.63279725248013,127.03853901376308
03-0000060675,2.0,37.56653304155529,127.17955678486014
03-0000046232,2.0,37.47649061621933,126.88356864542561
03-0000020618,2.0,37.56570052057059,127.01955602989102
03-0000062608,2.0,37.565572987525364,127.01986647840445
03-0000062620,2.0,37.59212792319223,126.94357963930635
03-0000008607,2.0,37.57207799785808,126.92912681104994
03-0000008617,2.0,37.545498343253534,126.95608648789522
03-0000008636,2.0,37.49396672123868,126.88969414459466
03-0000022644,2.0,37.59133968581584,127.04265245519639
03-0000025401,2.0,37.45953885573834,126.90494098290168
03-0000048060,2.0,37.46429333791279,126.91931058921733
03-0000048060,2.0,37.4638312427254,126.91914783815501
03-0000048062,2.0,37.464269868740665,126.91908067066616
03-0000048062,2.0,37.464261363012334,126.9191196265235
03-0000048065,2.0,37.463747492226176,126.91914276750131
03-0000044695,2.0,37.45823597886443,126.90517923360414
03-0000004384,2.0,37.459635251765235,126.90490156111748
03-0000050331,2.0,37.45427684368612,126.91251467639705
03-0000062623,2.0,37.59213103549419,126.94412418732509
03-0000062626,2.0,37.57834522443186,126.91896436425381
03-0000062627,2.0,37.578504583053636,126.9188194781614
03-0000062629,2.0,37.5342608532877,126.962230001739
03-0000017985,2.0,37.53460996210576,126.96220048618139
03-0000049526,2.0,37.495550907078595,126.95407812435091
03-0000062799,2.0,37.49568400963681,126.9545222687899
03-0000003506,2.0,37.558392839121694,126.80507621709293
03-0000022103,2.0,37.578598859405126,127.06867709075486
03-0000008943,2.0,37.49720375823384,126.90341784658314
03-0000008953,2.0,37.57079568752312,126.99688902543815
03-0000008961,2.0,37.49259039374473,126.84074974387521
03-0000022098,2.0,37.57873464305869,127.06818049608901
03-0000049226,2.0,37.645193934022814,126.9211548519121
03-0000016049,2.0,37.54509178714801,126.96567459159863
03-0000016077,2.0,37.538105533636376,127.0013731141415
03-0000016117,2.0,37.62872147986337,127.0392265386998
03-0000016165,2.0,37.54915933425977,126.9700820694625
03-0000016184,2.0,37.54774259614669,127.00679072372597
03-0000050231,2.0,37.54336152149339,127.0447720551503
03-0000014049,2.0,37.48855666777733,127.10035707934384
03-0000060814,2.0,37.52964113476549,127.12401989604759
03-0000016304,2.0,37.52952086394465,127.12385683109379
03-0000060815,2.0,37.529336327329354,127.12395504946264
03-0000011589,2.0,37.483977240622096,127.02959682885323
03-0000026346,2.0,37.639155610279396,127.02283915616607
03-0000026411,2.0,37.665263191881664,127.06186435607829
03-0000049224,2.0,37.64522645155417,126.92142689518165
03-0000018398,2.0,37.508496134355084,126.90001728186252
03-0000018485,2.0,37.53947301207851,126.82707941944733
03-0000018495,2.0,37.56141476291827,127.01459902192893
03-0000027340,2.0,37.575973893031126,126.88373637854113
03-0000020967,2.0,37.577777757691635,127.06825473956808
03-0000009507,2.0,37.612296817474046,126.9285744687616
03-0000009517,2.0,37.61353415264847,126.92447943323253
03-0000031482,2.0,37.57490846340007,127.08523544469719
03-0000024023,2.0,37.57508802235532,127.08520654122987
03-0000022728,2.0,37.61099979728082,127.06224759438419
03-0000022756,2.0,37.60076934569196,127.03390698483307
03-0000022821,2.0,37.60844143622046,127.0303927472435
03-0000022841,2.0,37.610728022894726,127.03366723085006
03-0000022868,2.0,37.59156980285762,127.04684498669099
03-0000023181,2.0,37.61434502400845,127.0958818833929
03-0000062420,2.0,37.54936022099336,127.0258749937256
03-0000023449,2.0,37.614979127049786,127.09495285196724
03-0000023446,2.0,37.61477193381184,127.0951326292618
03-0000023010,2.0,37.60723480285261,127.0287764138262
03-0000024804,2.0,37.63824514492565,127.07731460894757
03-0000027525,2.0,37.584862250208424,126.8837095665313
03-0000048489,2.0,37.54123350389159,127.1380640057294
03-0000027600,2.0,37.59086936552505,126.88254066587598
03-0000027609,2.0,37.57721972729511,126.99730547863317
03-0000027660,2.0,37.602587224319755,127.01943542722344
03-0000060163,4.0,37.450408787196004,126.90467565412428
03-0000016542,2.0,37.55923707300089,127.01894266106267
03-0000027542,2.0,37.612850208355916,127.09627441394139
03-0000024528,2.0,37.63465658004361,127.05986598527082
03-0000024608,2.0,37.61802119998238,127.07254197253127
03-0000045931,2.0,37.55597289511697,126.83728458882013
03-0000024636,2.0,37.64428212717284,127.07632539442265
03-0000024655,2.0,37.65519441867969,127.07179973066691
03-0000024739,2.0,37.63170417176927,127.06765623041711
03-0000015576,2.0,37.555518952922135,127.12937398319998
03-0000034568,2.0,37.46530301586291,127.10109484730492
03-0000034623,2.0,37.515202935042716,127.05232738844835
03-0000050314,2.0,37.492841726229074,126.92497915410272
03-0000047000,2.0,37.497025764344826,126.9163042849529
03-0000049511,2.0,37.50021128001932,126.92023972472322
03-0000049512,2.0,37.494523509946575,126.91076324167388
03-0000060163,2.0,37.45044214118248,126.90451548670701
03-0000019801,2.0,37.56015921134416,126.86269586276453
03-0000019864,2.0,37.5640843427321,127.02991813865327
03-0000019882,2.0,37.56322672411525,127.03238236843595
03-0000044363,2.0,37.5174638577653,127.1054881106186
03-0000046462,2.0,37.64051915749965,127.01432671148324
03-0000019939,2.0,37.46499092211005,127.10987040556637
03-0000019952,2.0,37.51102806247754,126.86977060557713
03-0000019979,2.0,37.50972409095276,126.87225368996516
03-0000047392,2.0,37.545252959194414,126.92482679449934
03-0000042881,2.0,37.6658850663951,127.04297760269883
03-0000051994,2.0,37.66975562093823,127.0437458104114
03-0000051995,2.0,37.66975863191601,127.04369770477308
03-0000047215,2.0,37.45253879761837,126.90113181401352
03-0000060175,2.0,37.496868967090265,126.98796953364453
03-0000055761,2.0,37.60705538061652,127.0285797249211
03-0000061259,2.0,37.607643070316655,127.0473432963495
03-0000015586,2.0,37.554774487998145,127.1339572944251
03-0000015604,2.0,37.55667367866586,127.13529606277008
03-0000020782,2.0,37.539999893611835,126.84153417919778
03-0000050333,2.0,37.45414303624059,126.91249409592518
03-0000010947,2.0,37.45324781679163,126.9210100089027
03-0000010368,2.0,37.4501951881597,126.92091494747149
03-0000048063,2.0,37.46377170351261,126.91896063367356
03-0000060308,2.0,37.618691863022796,127.0156626334236
03-0000060310,2.0,37.61878736869356,127.01560242805964
03-0000005623,2.0,37.61875641307129,127.0155547986673
03-0000062035,2.0,37.585828789195375,127.00089773878494
03-0000062037,2.0,37.585899330890825,127.00150228052553
03-0000062042,2.0,37.585344381965854,127.00085426981674
03-0000034376,2.0,37.50692452688606,126.96664820297721
03-0000043182,2.0,37.55599276592969,126.82126766694677
03-0000045312,2.0,37.556581045876776,126.81663314124891
03-0000050098,2.0,37.561571285498395,126.80803918375045
03-0000011291,2.0,37.56157836645336,126.80743308139517
03-0000048056,2.0,37.465257013177236,126.91966885655862
03-0000060177,4.0,37.46505730949951,126.91959964452158
03-0000061534,2.0,37.5598075074409,126.97296213331877
03-0000025600,2.0,37.61817129035885,127.04722503539388
03-0000042826,2.0,37.61319652673244,127.03814805344717
03-0000024678,2.0,37.61313064362749,127.03823773779264
03-0000047843,2.0,37.60843267074453,127.03610334614724
03-0000061265,2.0,37.61409987423255,127.00631251865143
03-0000065237,2.0,37.56915029708666,126.9187402104214
03-0000016279,2.0,37.51780982077353,126.98562813887779
03-0000016423,2.0,37.53459549910647,127.01010797281896
03-0000062045,2.0,37.585856613462006,127.00153724769945
03-0000062046,2.0,37.58576544581363,127.00150547922223
03-0000022007,2.0,37.58536099126518,127.00117535091057
03-0000023235,2.0,37.60318560287912,127.0257942584565
03-0000062047,2.0,37.60316001971007,127.02584491241925
03-0000062048,2.0,37.603148677074344,127.02600723391662
03-0000062050,2.0,37.61812030035495,127.0430188775254
03-0000062050,2.0,37.61812676377695,127.0430008196014
03-0000062052,2.0,37.623072285336725,127.04788769485609
03-0000011446,2.0,37.58823737413631,126.93614279350363
03-0000021477,2.0,37.58075773036651,127.00227374603067
03-0000021477,2.0,37.58035055252908,127.00216822514466
03-0000002444,2.0,37.593136936969806,127.00152299713758
03-0000022162,2.0,37.59253586197579,127.00238505802108
03-0000059612,2.0,37.46351646200821,127.09015745606075
03-0000061537,2.0,37.559631501746715,126.97291696239462
03-0000009554,2.0,37.492354701691454,127.15651163357914
03-0000009573,2.0,37.584576144846025,127.0701793639895
03-0000009583,2.0,37.56169498472374,126.86024950288632
03-0000009591,2.0,37.619496474241835,127.0290868058602
03-0000009594,2.0,37.61460470417728,126.91030949232052
03-0000009603,2.0,37.622464387978056,126.9313103165487
03-0000009612,2.0,37.547310063225765,126.93458608855833
03-0000009639,2.0,37.49484257393117,127.01783408058945
03-0000009657,2.0,37.547196456892614,126.93110444148351
03-0000009667,2.0,37.50996664732663,127.00773191618157
03-0000009676,2.0,37.47007619553853,126.94472949452538
03-0000009695,2.0,37.57424544213994,126.95800738500151
03-0000009714,2.0,37.508265160351044,127.00326087448954
03-0000009723,2.0,37.48371357068737,126.93906577399646
03-0000016357,2.0,37.54131382368354,127.01124944229655
03-0000050340,2.0,37.6030630411838,127.0668841032602
03-0000050343,2.0,37.60298233987023,127.0671108756354
03-0000050346,2.0,37.60533162217694,127.04609353072978
03-0000020138,2.0,37.55089809155715,126.87183047451843
03-0000067958,2.0,37.56796389290929,126.91599483253047
03-0000067954,2.0,37.57597338073991,126.8837158106722
03-0000067925,2.0,37.559999288906674,126.92381632228161
03-0000063724,2.0,37.57556837427418,126.90717862182063
03-0000066151,2.0,37.608781525181634,126.99967531662554
03-0000066153,2.0,37.60855787448311,126.99976539818492
03-0000066167,2.0,37.60280777489368,127.01742883969867
03-0000066198,2.0,37.48686489044653,127.13321170240863
03-0000064931,2.0,37.56021251377908,126.93893572758084
03-0000058950,2.0,37.560187328885206,126.93894956611703
03-0000064928,2.0,37.56016430705212,126.93774312765532
03-0000055658,2.0,37.56021255007382,126.93777398670953
03-0000065625,2.0,37.50172990711935,126.84675524929088
03-0000065703,2.0,37.483364774554,126.93929564959423
03-0000065708,2.0,37.48018553259535,126.95554596677472
03-0000065714,2.0,37.47839699185606,126.95994726749329
03-0000065728,2.0,37.483840720631136,126.91424687315612
03-0000065730,2.0,37.48268530231763,126.91431818211387
03-0000065762,2.0,37.666830721840014,127.04597286596778
03-0000065765,2.0,37.48992827954821,126.92563066026676
03-0000065773,2.0,37.482594276166225,126.94914656560061
03-0000006423,2.0,37.57039788540577,126.93078119897163
03-0000061577,2.0,37.55213590548613,126.98160432022898
03-0000065799,2.0,37.552158226559044,126.98132717668797
03-0000063506,2.0,37.54270233725151,126.99193260012028
03-0000018764,2.0,37.534123772065215,126.97275904776555
03-0000065867,2.0,37.483752435573365,126.90851967933926
03-0000065872,2.0,37.47635369913502,126.95905250993218
03-0000065929,2.0,37.63919359062637,127.06858108035182
03-0000065930,2.0,37.6564824307031,127.07179928634307
03-0000065946,2.0,37.4590085670177,126.92240906488075
03-0000065962,2.0,37.486236026013486,126.93955338479503
03-0000066046,2.0,37.59082679156564,127.01440637219238
03-0000066063,2.0,37.60854296289114,127.07039206998063
03-0000066064,2.0,37.60992199219582,127.05811509896043
03-0000066071,2.0,37.49559785954173,127.08562574703656
03-0000064095,2.0,37.52244864001208,126.83357303074294
03-0000064165,2.0,37.5730690186154,126.80242137615812
03-0000064169,2.0,37.56428806131974,126.8552636193466
03-0000064171,2.0,37.56746928586352,126.8504991287706
03-0000064226,2.0,37.564189721259105,126.85284793230997
03-0000064255,2.0,37.56025576845233,126.826859992018
03-0000065290,2.0,37.597402985440624,126.91535846206483
03-0000065785,2.0,37.655893546549535,127.05287222015681
03-0000066897,2.0,37.51494193163057,127.06444423816241
03-0000067124,2.0,37.50349269036306,127.04558513146777
03-0000067115,2.0,37.524962916320405,127.052583589661
03-0000067093,2.0,37.52873617060475,127.03726151297548
03-0000067084,2.0,37.51894466661084,127.02600015212674
03-0000067078,2.0,37.522044621196414,127.03580631873287
03-0000067070,2.0,37.52381725731066,127.04489041920996
03-0000067024,2.0,37.50174131082119,127.03966080557184
03-0000061319,2.0,37.57679535069851,126.92509571808708
