구분,위도,경도
횡단보도,37.505266291868764,127.04726468476527
횡단보도,37.52275209738096,127.03577798266593
횡단보도,37.51838167506029,127.02322801661161
횡단보도,37.483266601693515,127.08372601450591
횡단보도,37.490703665146,127.08800470625273
횡단보도,37.49055735003872,127.08807410366333
횡단보도,37.527269173504365,127.04576190073819
횡단보도,37.52909912515756,127.046361828844
횡단보도,37.52955849739915,127.04483164557867
횡단보도,37.52793660537749,127.03151079271858
횡단보도,37.5318261397661,127.0274127451327
횡단보도,37.52980323425262,127.02799853080094
횡단보도,37.523527494038746,127.0225718957155
횡단보도,37.52345616288683,127.0224413234191
횡단보도,37.48725111730484,127.10140363137752
횡단보도,37.48739270610602,127.10129320921394
횡단보도,37.52060596785113,127.02288419919044
횡단보도,37.52578005226998,127.02699682915836
횡단보도,37.525692691304684,127.02696800009774
횡단보도,37.5251331733288,127.02764748878995
횡단보도,37.52350759527969,127.02754279763995
횡단보도,37.47536183946226,127.05296601008544
횡단보도,37.4759788074451,127.04674743876554
횡단보도,37.47628774471436,127.04730306809721
횡단보도,37.47628774471436,127.04730306809721
횡단보도,37.476063977162106,127.05018699819271
횡단보도,37.47707972930854,127.04834102353101
횡단보도,37.47707972930854,127.04834102353101
횡단보도,37.519055066465846,127.01894037669008
횡단보도,37.520099952902115,127.0187112572378
횡단보도,37.50285003719278,127.05762617173859
횡단보도,37.50126289334631,127.05066893971369
횡단보도,37.50234922952079,127.05016364821054
횡단보도,37.48566947481449,127.0873315800761
횡단보도,37.48468318647177,127.08635320505584
횡단보도,37.48989206671568,127.06983570603835
횡단보도,37.492826132537935,127.04435129059503
횡단보도,37.513061634542105,127.06558075574273
횡단보도,37.49221718954902,127.04098757473795
횡단보도,37.48951418968779,127.04153234615364
횡단보도,37.52281037425945,127.05669011706279
횡단보도,37.52278831416551,127.05683758720033
횡단보도,37.52239200478339,127.05704897792916
횡단보도,37.52294416082946,127.0567520888943
횡단보도,37.52406175616262,127.05614051778063
횡단보도,37.52426511144318,127.05636551534307
횡단보도,37.52289653697338,127.05688552419751
횡단보도,37.52363489216002,127.02833929962686
횡단보도,37.48526702295184,127.08138782878041
횡단보도,37.48527941276152,127.08226370382752
횡단보도,37.50449976367351,127.05789712564429
횡단보도,37.519595279992224,127.05714537120187
횡단보도,37.5222971082676,127.03688351251509
횡단보도,37.52246485145577,127.0374247703429
횡단보도,37.508796208604174,127.06367483480135
횡단보도,37.49964483638397,127.03310394525464
횡단보도,37.50906017166508,127.06294937482978
횡단보도,37.48821942396577,127.04994470397979
횡단보도,37.509215361142694,127.06315143093532
횡단보도,37.51147208539286,127.06190628229953
횡단보도,37.4907856476408,127.0550978546411
횡단보도,37.47940613952976,127.05066497190765
횡단보도,37.4781653483343,127.11427051785661
횡단보도,37.53030366880715,127.03207017217223
횡단보도,37.521976606296555,127.04872378189351
횡단보도,37.50763560638268,127.06787288694295
횡단보도,37.48855569618065,127.0819311036143
횡단보도,37.51182933223701,127.0574116070966
횡단보도,37.52846716037509,127.0313221369188
횡단보도,37.51661089812048,127.03981046500188
횡단보도,37.528806609456396,127.03236830965258
횡단보도,37.51633091874809,127.0383542919489
횡단보도,37.51579850290547,127.03714322063725
횡단보도,37.516125678691196,127.03719965236111
횡단보도,37.51455228873941,127.03311577372523
횡단보도,37.5148258473364,127.03297913478808
횡단보도,37.52355012343372,127.02250349808007
횡단보도,37.4897405462852,127.08271723420698
횡단보도,37.51246665198921,127.05667537935838
횡단보도,37.522083643202755,127.01889571929343
횡단보도,37.52081488666749,127.05958609467987
횡단보도,37.51515583589081,127.0351731623845
횡단보도,37.5184114060536,127.04785167219472
횡단보도,37.492176006997006,127.03243408888915
횡단보도,37.501460053424964,127.05953612002378
횡단보도,37.51463548651219,127.02023561245952
횡단보도,37.513740668408225,127.020502168632
횡단보도,37.512880051983736,127.02079383045867
횡단보도,37.51525282234908,127.02262289384879
횡단보도,37.50712059467703,127.04717085378715
횡단보도,37.4826744669252,127.0427618075178
횡단보도,37.4763623060702,127.04722881155071
횡단보도,37.47653203745501,127.04767763843097
횡단보도,37.51700270085078,127.0210671429402
횡단보도,37.51962268792444,127.02795039771887
횡단보도,37.46519023923271,127.0956136921983
횡단보도,37.485031226851675,127.03631349113412
횡단보도,37.48487360406897,127.03749687618718
횡단보도,37.48518447365616,127.03744410239975
횡단보도,37.485167023026236,127.03722270448608
횡단보도,37.51771390981533,127.04395266574912
횡단보도,37.53281074098821,127.02937041262281
횡단보도,37.53278949952117,127.02959346098487
횡단보도,37.5330533654561,127.03144447449776
횡단보도,37.49578633224505,127.0625632630582
횡단보도,37.49706850133643,127.06188539593785
횡단보도,37.48242204074825,127.04356035998329
횡단보도,37.47853733486743,127.04764180020746
횡단보도,37.4787011365259,127.04752095607196
횡단보도,37.47875854630494,127.04721310334236
횡단보도,37.47870434277361,127.04645312817911
횡단보도,37.47852898813833,127.04549574650197
횡단보도,37.47802580692284,127.04486045029239
횡단보도,37.52836195274632,127.03923893140185
횡단보도,37.52818119385608,127.03929343429249
횡단보도,37.52877252050432,127.04116665260943
횡단보도,37.530374265170394,127.04171889494734
횡단보도,37.47832023356227,127.04480193805765
횡단보도,37.47925303715246,127.04434341859874
횡단보도,37.47863252849752,127.04692116164685
횡단보도,37.52796697035381,127.02217036081926
횡단보도,37.48652616704039,127.0454158203149
횡단보도,37.50757510387662,127.02593609482025
횡단보도,37.50744568925948,127.02708080974276
횡단보도,37.50736479975714,127.02696869810016
횡단보도,37.505463032580906,127.02822719985743
횡단보도,37.50575488994805,127.02922948572545
횡단보도,37.50737974535685,127.0271997280818
횡단보도,37.50712915072484,127.02617131412974
횡단보도,37.50709244529737,127.02602425362006
횡단보도,37.50398680349728,127.02502375041135
횡단보도,37.50455783603623,127.02539146284101
횡단보도,37.504878591942166,127.02526052943419
횡단보도,37.50491606605943,127.02655111180381
횡단보도,37.50712567805828,127.0327736556359
횡단보도,37.50515841979638,127.0244636853485
횡단보도,37.50594875020959,127.02406181592157
횡단보도,37.48667134215689,127.03790622619296
횡단보도,37.51794790824807,127.04118375777477
횡단보도,37.516547839923,127.04168676920536
횡단보도,37.51621204845085,127.04180623785382
횡단보도,37.51680145143118,127.04680680179219
횡단보도,37.51125265700323,127.02221398729965
횡단보도,37.51247273734097,127.02233367566804
횡단보도,37.50289494910077,127.04446416827257
횡단보도,37.530045380459136,127.04317404347131
횡단보도,37.52997138483064,127.04340300888902
횡단보도,37.529661629697465,127.04434402798215
횡단보도,37.5175228170011,127.04379077313692
횡단보도,37.51328936364296,127.02846277539668
횡단보도,37.51346911744654,127.0285640288523
횡단보도,37.51233055018736,127.02240293456477
횡단보도,37.51203529148033,127.02116561846948
횡단보도,37.5295392307794,127.04472583012372
횡단보도,37.492928085324955,127.03501933159174
횡단보도,37.49318833899622,127.03583804955657
횡단보도,37.49257622650029,127.03401042949275
횡단보도,37.49269892777857,127.03408104344751
횡단보도,37.4911001098067,127.03473618638316
횡단보도,37.49115686941092,127.03491806546438
횡단보도,37.513594215555194,127.02998250768802
횡단보도,37.51363765513618,127.03188629861751
횡단보도,37.51358426244926,127.03198320654857
횡단보도,37.490008139395286,127.03307415931388
횡단보도,37.49023026718096,127.03337115918387
횡단보도,37.49054735670352,127.03322010512585
횡단보도,37.513344937398955,127.03123515534479
횡단보도,37.513551352103676,127.03185528103678
횡단보도,37.53029002912634,127.02785625146439
횡단보도,37.53040867827842,127.02782153845449
횡단보도,37.53085085854327,127.02769630606558
횡단보도,37.53112457765606,127.02731284988138
횡단보도,37.53234984678054,127.027810620496
횡단보도,37.48787361220736,127.03978656801773
횡단보도,37.48790753505347,127.03990795874623
횡단보도,37.489216890956726,127.04003916647196
횡단보도,37.48930259393733,127.0401284625063
횡단보도,37.49059761945262,127.03304391306173
횡단보도,37.50682440780994,127.04722123290904
횡단보도,37.506365442744354,127.04785472740282
횡단보도,37.50308270156923,127.04356562882725
횡단보도,37.503298676802494,127.04427290365483
횡단보도,37.503682256018685,127.04558036008183
횡단보도,37.529301900680295,127.02326846138598
횡단보도,37.463549273056955,127.10784713924745
횡단보도,37.49397112781939,127.07699052845905
횡단보도,37.493004699707086,127.07754982446447
횡단보도,37.49319617193882,127.07782659571022
횡단보도,37.49373275297105,127.07760529416416
횡단보도,37.49174362722416,127.04136479321684
횡단보도,37.49276317090157,127.04249273346798
횡단보도,37.50416738073348,127.0471457967179
횡단보도,37.50377106670096,127.04727680333778
횡단보도,37.49913180358803,127.03205448958268
횡단보도,37.53200523277555,127.02676833254318
횡단보도,37.5318677503969,127.02596424144217
횡단보도,37.5310242184573,127.02492004770053
횡단보도,37.53087358182878,127.02457823134245
횡단보도,37.530954572785525,127.02441976282165
횡단보도,37.53002848146474,127.02371409902042
횡단보도,37.529888554626964,127.02371272994192
횡단보도,37.49206679380031,127.03929581291224
횡단보도,37.49126266217098,127.03675771142771
횡단보도,37.490557584416074,127.03485186407674
횡단보도,37.50265723884811,127.03781682293688
횡단보도,37.50254562839987,127.03775235615299
횡단보도,37.50257399600956,127.03762979557553
횡단보도,37.50268118759627,127.03771078428073
횡단보도,37.496301369092556,127.05986633360759
횡단보도,37.49972741506497,127.03402952607455
횡단보도,37.500086181880526,127.03386578742962
횡단보도,37.500220186289745,127.03574504069604
횡단보도,37.49941548310144,127.03777784618158
횡단보도,37.49927664097233,127.03626140160819
횡단보도,37.49936777676254,127.04723597372747
횡단보도,37.49794602012888,127.04331327036695
횡단보도,37.4966216572809,127.05971260965
횡단보도,37.51296450751273,127.02485543841017
횡단보도,37.528918886926654,127.03696664968827
횡단보도,37.52793815866369,127.03656497875254
횡단보도,37.52911553886008,127.03540413235889
횡단보도,37.50268781768228,127.02563975238921
횡단보도,37.50127213950792,127.0263011974501
횡단보도,37.527496681604056,127.02929049834577
횡단보도,37.52665399273535,127.02872028794957
횡단보도,37.52644638895574,127.02831913602932
횡단보도,37.524495266570106,127.02857715429282
횡단보도,37.500435627905595,127.02669709142582
횡단보도,37.499579663004035,127.02708304285923
횡단보도,37.52376709732401,127.02851176183023
횡단보도,37.52295359275255,127.02843813055176
횡단보도,37.524103612984874,127.02955086425106
횡단보도,37.52370328925921,127.03049667707695
횡단보도,37.49313156529186,127.03030375594318
횡단보도,37.52840257763966,127.03349148414594
횡단보도,37.53153614692535,127.03780808290678
횡단보도,37.48966260644285,127.03193183731516
횡단보도,37.52544215492059,127.03140014799126
횡단보도,37.527621173762256,127.03076333399824
횡단보도,37.52773308537873,127.03072957294876
횡단보도,37.5270365704193,127.03149170291124
횡단보도,37.526536309505175,127.0315096582175
횡단보도,37.49342005400889,127.03094226514042
횡단보도,37.49349746971441,127.03180250485791
횡단보도,37.49365861961578,127.03173235884546
횡단보도,37.49360728111332,127.03187295042198
횡단보도,37.5080807843443,127.0359548184578
횡단보도,37.5078229905962,127.03606576258586
횡단보도,37.50798136150746,127.03609688998739
횡단보도,37.52618764089606,127.03149054878108
횡단보도,37.527231841566,127.02999072353542
횡단보도,37.48807726576308,127.03262299476143
횡단보도,37.4890856269133,127.03210529165092
횡단보도,37.492069650733235,127.03238290125795
횡단보도,37.49474337673521,127.02940858311489
횡단보도,37.497284859631655,127.03188401549869
횡단보도,37.49564975324503,127.03266678995708
횡단보도,37.49574427872944,127.0327285505053
횡단보도,37.48848442696526,127.05003334292991
횡단보도,37.51189340944557,127.03600722923693
횡단보도,37.51178117412142,127.0356359623117
횡단보도,37.48872977893361,127.04993151766541
횡단보도,37.488482645125075,127.04953138870255
횡단보도,37.4918031004646,127.03940684887554
횡단보도,37.49493714285319,127.04836886552587
횡단보도,37.49482005475789,127.04857229608518
횡단보도,37.49281943255393,127.04167158346607
횡단보도,37.49299340266466,127.04046133464847
횡단보도,37.4943634943655,127.03982084107516
횡단보도,37.49934785612651,127.0374455138916
횡단보도,37.49464976688158,127.04851407675326
횡단보도,37.4959109445279,127.05126498432745
횡단보도,37.49746799635088,127.05233660824769
횡단보도,37.49754929134128,127.0521487853454
횡단보도,37.49559776003458,127.03816753970509
횡단보도,37.48720371358033,127.09734845003605
횡단보도,37.48460178288874,127.09295601781311
횡단보도,37.4844226506922,127.09323698533628
횡단보도,37.5086993004782,127.02275332096326
횡단보도,37.51164417496752,127.02272226371973
횡단보도,37.51143868499141,127.02282337774194
횡단보도,37.49403118161275,127.03326939500481
횡단보도,37.49396011739521,127.0334755732085
횡단보도,37.487594818145276,127.09946600130134
횡단보도,37.487068046977726,127.10018920768077
횡단보도,37.51466555572931,127.0460010890961
횡단보도,37.486819964601885,127.10034596271377
횡단보도,37.48355613632458,127.07964230563432
횡단보도,37.4847279501901,127.08052957621896
횡단보도,37.48531498578524,127.082143629795
횡단보도,37.48664788527876,127.08284993991984
횡단보도,37.48684699586511,127.08300227621649
횡단보도,37.48300138067867,127.07976484935377
횡단보도,37.49674488838722,127.05478336941604
횡단보도,37.49752253813823,127.05625194092471
횡단보도,37.49730487511772,127.05636134402444
횡단보도,37.49608405361405,127.05299382216685
횡단보도,37.49509108883977,127.05366663857028
횡단보도,37.49512041863942,127.05345609715407
횡단보도,37.52790384057864,127.05159166689185
횡단보도,37.52838155747734,127.04937633700771
횡단보도,37.493899089551796,127.06731445049934
횡단보도,37.49472538337518,127.06692201966897
횡단보도,37.51774166049492,127.04015176657815
횡단보도,37.51769359060532,127.0402247431776
횡단보도,37.51760865311109,127.0402156558254
횡단보도,37.51711224283737,127.04038960287177
횡단보도,37.51616765105042,127.03825590302996
횡단보도,37.51690174152204,127.03791159089039
횡단보도,37.516988718182276,127.03793921746073
횡단보도,37.482833618999294,127.07988552287539
횡단보도,37.52843947509474,127.0493285878135
횡단보도,37.52868366738625,127.04807081178387
횡단보도,37.528750047754365,127.04800399157321
횡단보도,37.51241244176404,127.0431958958376
횡단보도,37.51235495122193,127.04296302357915
횡단보도,37.49515025496288,127.06308095740363
횡단보도,37.49766977064411,127.05431994348784
횡단보도,37.49759707361049,127.05425230571011
횡단보도,37.51720497606271,127.03867893612936
횡단보도,37.53271485592781,127.0292911020716
횡단보도,37.53271174920374,127.02955722331409
횡단보도,37.53256621073382,127.02870948786465
횡단보도,37.53209084645134,127.02984375238306
횡단보도,37.53237087836885,127.02961864302303
횡단보도,37.53241432068608,127.02971293838067
횡단보도,37.51563164379386,127.03866118175598
횡단보도,37.531631664347515,127.02999397785084
횡단보도,37.51634174627376,127.04114485895467
횡단보도,37.51649275331146,127.04140705679342
횡단보도,37.51157778467604,127.04352707916094
횡단보도,37.51099161371833,127.0434655921679
횡단보도,37.50957172078877,127.04401159794357
횡단보도,37.5092134353454,127.0441605526978
횡단보도,37.48142720604768,127.10383821497223
횡단보도,37.53056596239876,127.02898078069592
횡단보도,37.517159369415246,127.0410662494746
횡단보도,37.48714578485518,127.07065318403328
횡단보도,37.486886729700814,127.0698388221379
횡단보도,37.48730127872356,127.07070421629395
횡단보도,37.487033640737216,127.07119393673506
횡단보도,37.50797109183005,127.04556767674946
횡단보도,37.50782111907816,127.04560247588985
횡단보도,37.510698988805515,127.04570770871642
횡단보도,37.51121483002209,127.04752968313298
횡단보도,37.51042120328164,127.03655129421061
횡단보도,37.51055620541976,127.03694010234236
횡단보도,37.50700329373512,127.04038787114881
횡단보도,37.505197008046686,127.0417859044917
횡단보도,37.53079478004523,127.03019012572211
횡단보도,37.5307583301765,127.03026558452078
횡단보도,37.53072119459434,127.03040597241761
횡단보도,37.53062972536102,127.0303086549152
횡단보도,37.53067023772722,127.03018587827889
횡단보도,37.53084393907555,127.03091386931827
횡단보도,37.531014012119485,127.03166500412824
횡단보도,37.53098624631091,127.0318091240002
횡단보도,37.50110734604094,127.06782383947568
횡단보도,37.50125943760597,127.06719068368712
횡단보도,37.50222317369469,127.06645458149563
횡단보도,37.509987914303395,127.04335451500009
횡단보도,37.509321240972206,127.04002949696707
횡단보도,37.53110316275371,127.03175295756712
횡단보도,37.53244177458271,127.03161919954185
횡단보도,37.529150927431985,127.03252343914752
횡단보도,37.52966045821505,127.03225328927259
횡단보도,37.53016066964909,127.03205874751241
횡단보도,37.492029101088576,127.03252377003754
횡단보도,37.494022284284114,127.07098888023133
횡단보도,37.48689871760745,127.07159677206846
횡단보도,37.48686487000005,127.07184628751342
횡단보도,37.50679465636322,127.05032804190908
횡단보도,37.50680461379693,127.05006072049608
횡단보도,37.50042289411859,127.06607353534906
횡단보도,37.50794055723531,127.04013159196913
횡단보도,37.50801767906871,127.04012050564545
횡단보도,37.509233785387394,127.04028498299166
횡단보도,37.51145282619911,127.03178403489657
횡단보도,37.49675486763478,127.03901047298064
횡단보도,37.49667571064841,127.03874416152532
횡단보도,37.49715733424091,127.03851835423738
횡단보도,37.485455344614415,127.09105076252787
횡단보도,37.48538674231413,127.0896213724678
횡단보도,37.50917440050503,127.03286489164259
횡단보도,37.482049591700196,127.05304123120243
횡단보도,37.49651038357629,127.04040240321217
횡단보도,37.49637500822664,127.04051120485937
횡단보도,37.50908347767001,127.05239918065506
횡단보도,37.50749240700191,127.05805629329926
횡단보도,37.507134103601736,127.0581668330227
횡단보도,37.50733132857824,127.05886277208192
횡단보도,37.50753618073381,127.05953021858213
횡단보도,37.50577715709535,127.05817964417693
횡단보도,37.506002059163706,127.05876848905687
횡단보도,37.50619455426646,127.05942770991898
횡단보도,37.50642712269628,127.06009257793197
횡단보도,37.506368024958405,127.0602098390579
횡단보도,37.49295076940576,127.04263311533705
횡단보도,37.49301838799035,127.0423751471827
횡단보도,37.52908661882172,127.02804358552277
횡단보도,37.53220942661889,127.02732930347165
횡단보도,37.493750427171136,127.04129615550714
횡단보도,37.493683902951986,127.041261395742
횡단보도,37.49373328359069,127.04113713811587
횡단보도,37.49381122752023,127.04117652651213
횡단보도,37.505626426657265,127.06051798952605
횡단보도,37.506818588375985,127.06143191489068
횡단보도,37.506819905996544,127.06157945913637
횡단보도,37.507167993518664,127.06262845704526
횡단보도,37.50723916857842,127.06269125204342
횡단보도,37.50721859285568,127.06279806848971
횡단보도,37.50373501622926,127.05814571756068
횡단보도,37.50382006043512,127.05843235687082
횡단보도,37.50328454084646,127.05855588458756
횡단보도,37.480697235889394,127.05296035083249
횡단보도,37.481255725543676,127.05403490185407
횡단보도,37.4821277039598,127.0553684736211
횡단보도,37.48226876532413,127.05540873420942
횡단보도,37.47894614219477,127.05611597208231
횡단보도,37.52621684235213,127.02622176743317
횡단보도,37.486134767610466,127.03802216577952
횡단보도,37.48608511146529,127.03811035337453
횡단보도,37.48529254078138,127.0382015388143
횡단보도,37.48555176676034,127.04005049297555
횡단보도,37.51606945441892,127.04171776442068
횡단보도,37.51588068116366,127.04192715677452
횡단보도,37.49103053997288,127.03683803765955
횡단보도,37.491570487197365,127.03775866592265
횡단보도,37.488458177470434,127.03751087539463
횡단보도,37.486194329789726,127.05130886657646
횡단보도,37.486277574931066,127.04112746319618
횡단보도,37.48494346052336,127.0379271737805
횡단보도,37.48504363256342,127.03874385391578
횡단보도,37.48529635876598,127.04054088433759
횡단보도,37.515704497780455,127.04198796611222
횡단보도,37.51571059814725,127.04171875361193
횡단보도,37.5153302035771,127.04283880788147
횡단보도,37.51519481123839,127.04251261971392
횡단보도,37.51507986756709,127.04193907252694
횡단보도,37.51433776060256,127.04246935131079
횡단보도,37.51413563807612,127.04230243444003
횡단보도,37.514074151654896,127.04245820549723
횡단보도,37.48716919267094,127.05216338671076
횡단보도,37.48730690321447,127.05206456311858
횡단보도,37.487670440245154,127.05182482635504
횡단보도,37.48331112622681,127.05277591156745
횡단보도,37.52620337318847,127.02772882105356
횡단보도,37.526110772038656,127.0277061909529
횡단보도,37.525606187662454,127.02767435128229
횡단보도,37.52324589411848,127.02332174065545
횡단보도,37.52388811030498,127.02326440747136
횡단보도,37.523902523647585,127.02317816346782
횡단보도,37.50971942143119,127.03775231468533
횡단보도,37.506032526429394,127.03450070406768
횡단보도,37.48545993871889,127.03947804962696
횡단보도,37.503514489819885,127.03583641760284
횡단보도,37.51371196711085,127.04270576299402
횡단보도,37.513653969301984,127.04246255975916
횡단보도,37.51164853696698,127.02350894887527
횡단보도,37.51182278919706,127.02407795441115
횡단보도,37.51221287600346,127.0245547271049
횡단보도,37.50146427505469,127.03831155750538
횡단보도,37.52448392726807,127.02432602446304
횡단보도,37.52440634947931,127.0242820518025
횡단보도,37.52438923457683,127.02439988692579
횡단보도,37.52399934029134,127.0246976913077
횡단보도,37.52392768621924,127.02466508588992
횡단보도,37.523228321994424,127.02531438273996
횡단보도,37.5247139758048,127.0250785231418
횡단보도,37.507511563699026,127.03380198290606
횡단보도,37.51229091098965,127.0256006071398
횡단보도,37.51009526699767,127.02527616894072
횡단보도,37.51000903824621,127.02527927182084
횡단보도,37.510006632925055,127.02542073987333
횡단보도,37.50968457922128,127.02577094731858
횡단보도,37.50969230702519,127.02590882056971
횡단보도,37.5010886075192,127.0385226656416
횡단보도,37.50166064777807,127.03904533009008
횡단보도,37.50187093148331,127.03973664945234
횡단보도,37.50153870053214,127.03989546190326
횡단보도,37.501752215216875,127.03997300874418
횡단보도,37.52477434439278,127.02502920787485
횡단보도,37.524733843835314,127.0248408417712
횡단보도,37.52521476251032,127.02576959495774
횡단보도,37.52461992552651,127.02760792080075
횡단보도,37.507389898699635,127.03414964430264
횡단보도,37.50897344772771,127.02689096904975
횡단보도,37.50886791685099,127.02682021741226
횡단보도,37.50884196735457,127.02697617591105
횡단보도,37.50896227775235,127.02699318010647
횡단보도,37.507954907726564,127.02706882823745
횡단보도,37.50781459027779,127.02705144300941
횡단보도,37.50867251979028,127.02613416116462
횡단보도,37.50848637565648,127.02553736389403
횡단보도,37.508418602067245,127.02535509062086
횡단보도,37.51707176133396,127.02946292015716
횡단보도,37.50116004576587,127.04282224167882
횡단보도,37.50104556300421,127.04241062123202
횡단보도,37.51885276225327,127.02832701186097
횡단보도,37.49790110241193,127.03848066874556
횡단보도,37.52511675837387,127.02161809947489
횡단보도,37.52631281167451,127.02066486468686
횡단보도,37.52650229003056,127.02070583885435
횡단보도,37.527380121483155,127.02182835980332
횡단보도,37.527325527989476,127.02169548511016
횡단보도,37.52639162350753,127.02048084324049
횡단보도,37.52284513437419,127.01945785349187
횡단보도,37.50862254792586,127.03825460053405
횡단보도,37.5167600206414,127.0293077407509
