보호구역종류,X,Y
노인,126.98742095802149,37.47653366455893
노인,127.05340763426977,37.454470899175014
어린이,127.00094135771711,37.47583309935595
어린이,126.98425018733221,37.47491527634396
어린이,126.98425018733221,37.47491527634396
노인,126.98742095802149,37.47653366455893
어린이,127.12689989264433,37.530560895956214
장애인,126.96187248425656,37.47748306671273
장애인,126.94120153017654,37.48306985439232
노인,126.9334210471587,37.47858545947711
장애인,127.0875923153436,37.491687735851926
어린이,127.13384072447059,37.54057649300745
노인,127.10232222287613,37.50613163650721
노인,127.10232222287613,37.50613163650721
노인,127.10748491089224,37.503574955505165
노인,127.15551646105504,37.4924539880745
노인,127.14175496258784,37.49370928387778
노인,127.14175496258784,37.49370928387778
노인,127.14175496258784,37.49370928387778
어린이,126.83587553634882,37.52213618754026
노인,126.9232595268237,37.60266657535617
노인,126.9232595268237,37.60266657535617
노인,126.94262569981757,37.555977691499315
장애인,126.8963760926593,37.46403425148671
어린이,126.83587553634882,37.52213618754026
장애인,126.88534777231104,37.59107819239325
어린이,126.84055493036595,37.54456919626191
어린이,127.01490408051455,37.64906860920573
어린이,127.03485527287386,37.63950279388687
어린이,127.09183810214554,37.50624049352889
어린이,126.9957723240322,37.486784415835025
어린이,126.99531141199307,37.489232887570445
어린이,127.02636943493157,37.5796500215228
장애인,127.03408395855564,37.57182516141411
어린이,127.07024988969387,37.4864550561282
장애인,127.1069444270764,37.48699292177333
어린이,127.0361858935571,37.55863620540262
어린이,127.1698778816407,37.55753294934874
어린이,127.01092727408108,37.49992747281905
어린이,127.04106011288786,37.48468931503302
어린이,126.98280915416032,37.48066768996385
어린이,127.06058371176552,37.49848660103411
어린이,127.00177565006852,37.506039035813465
어린이,126.98280915416032,37.48066768996385
어린이,127.04106011288786,37.48468931503302
어린이,127.02157046565691,37.46570569706602
어린이,126.90588167303221,37.486084807500575
어린이,127.01621348192177,37.62713854700867
노인,127.01471251298018,37.48331023307432
어린이,126.89041769284378,37.54188999855617
어린이,126.89041769284378,37.54188999855617
어린이,126.89041769284378,37.54188999855617
어린이,126.90175979677625,37.53006984544256
어린이,127.02625205880736,37.6106576717127
노인,127.1339449395012,37.49679375766551
어린이,127.12857641923334,37.50349194104126
노인,127.12831711024815,37.482483001448685
노인,127.04520999835084,37.575793910809324
장애인,126.91679665359655,37.49029952150516
어린이,127.02565349454615,37.65850451513247
어린이,127.02565349454615,37.65850451513247
어린이,126.93234462991565,37.50196172685415
어린이,127.04151639500324,37.63999859314235
어린이,126.94314471568188,37.491627175750374
노인,126.9417892254581,37.47615509724558
노인,126.9417892254581,37.47615509724558
노인,126.9417892254581,37.47615509724558
노인,126.9417892254581,37.47615509724558
어린이,126.94314471568188,37.491627175750374
노인,126.996372583706,37.57145386044357
어린이,126.84887992908477,37.54057166590981
어린이,126.81154882460116,37.56859980071762
어린이,126.85687518287554,37.55476558958702
어린이,126.8378836869148,37.54356191266714
어린이,126.84887992908477,37.54057166590981
어린이,127.15076855182045,37.48666869607616
어린이,127.14733569576207,37.484618729710256
노인,127.05132126276806,37.610331261775514
노인,126.92746994519496,37.577331618892245
어린이,127.06246681304141,37.59110752598859
어린이,127.06246681304141,37.59110752598859
어린이,127.0630064399091,37.60250550745682
어린이,127.07161912600768,37.564456819254225
어린이,127.04713571873951,37.58769076211186
어린이,126.91975177045673,37.583437933108165
어린이,126.91975177045673,37.583437933108165
어린이,127.07235480259166,37.65218246516078
어린이,127.16983127270203,37.55031035534336
노인,127.15018264222901,37.531839470937115
장애인,127.17328855266824,37.56622593399976
어린이,127.00820461943476,37.61118738505504
어린이,127.06436442833564,37.60571462720788
노인,127.02989929844696,37.583271174646036
노인,127.02989929844696,37.583271174646036
노인,127.02989929844696,37.583271174646036
어린이,127.01914980847789,37.606606837650546
어린이,127.02031182868735,37.57977285343743
노인,127.01409835091796,37.58910804861756
노인,127.01089176562131,37.482804551840665
노인,127.01089176562131,37.482804551840665
어린이,126.90432948970012,37.44863033388401
어린이,126.89045064848932,37.47630894009804
어린이,126.90032182949199,37.4601796975815
어린이,126.9015599536722,37.45642398376057
어린이,126.90027673358519,37.44833271594932
어린이,126.90075223520336,37.46300302036838
어린이,126.89353120647786,37.46445086235376
어린이,126.90251653091134,37.477400406173224
어린이,126.90097351388557,37.47691424068763
어린이,126.90413710445918,37.47464666869835
어린이,126.90743102119596,37.440258099653846
어린이,126.90825800093774,37.4467613830864
어린이,126.90725698573524,37.44995550514333
어린이,126.9058987584381,37.472903529235545
어린이,126.90617276935022,37.45906269502412
어린이,126.89138454219152,37.47475370494499
어린이,126.90028896031693,37.46431675293763
어린이,126.91662575663814,37.451991586913486
어린이,126.9078713033484,37.441414551991606
어린이,126.90836866564987,37.47155271018515
어린이,126.89946493655634,37.47491976163341
노인,126.98983396108304,37.57562936597564
어린이,126.91272381019468,37.45453824779289
어린이,126.91272381019468,37.45453824779289
어린이,126.90730221481348,37.467768166504165
어린이,126.8930265894955,37.472350099677534
어린이,126.88451326072986,37.48266566799068
어린이,126.91638103226684,37.447756182812824
어린이,126.90498128004282,37.455085434540315
어린이,126.90987606285695,37.47541723412037
어린이,127.12913535706426,37.52600902936676
어린이,127.13477595357422,37.555857319346785
어린이,127.16381645174495,37.55060739114418
어린이,127.12319700898942,37.54476763691062
노인,127.12408660661588,37.54680445599468
노인,127.13206874019671,37.55044552957602
어린이,127.16592962774752,37.554019000971195
노인,127.15424674932784,37.55236567621326
어린이,127.1427041291421,37.53784241402437
어린이,127.17082259520248,37.57434973922651
어린이,127.15736772905352,37.54917572723176
어린이,127.08483435677998,37.48436721882858
어린이,127.08483435677998,37.48436721882858
어린이,127.13178850563774,37.555494629115486
어린이,127.0596721976789,37.51720399805711
어린이,127.05990989253668,37.496165411566594
노인,127.04616619655168,37.485055402012534
어린이,127.05990989253668,37.496165411566594
어린이,127.0596721976789,37.51720399805711
노인,127.10368159083845,37.47350853997364
노인,127.10368159083845,37.47350853997364
노인,127.09572330291952,37.47161187141313
노인,127.09572330291952,37.47161187141313
어린이,127.08604368544003,37.55281432960989
어린이,127.08604368544003,37.55281432960989
어린이,127.09496886511299,37.48289762138396
어린이,127.09496886511299,37.48289762138396
어린이,127.09496886511299,37.48289762138396
어린이,127.09496886511299,37.48289762138396
어린이,126.98225302943071,37.57344958064833
어린이,127.02186764035051,37.57707063455272
어린이,126.96523092913132,37.57476299604211
어린이,127.09496886511299,37.48289762138396
어린이,127.0819337134736,37.491674186010876
어린이,127.0819337134736,37.491674186010876
어린이,127.0819337134736,37.491674186010876
어린이,127.0819337134736,37.491674186010876
어린이,127.0819337134736,37.491674186010876
어린이,127.0819337134736,37.491674186010876
어린이,127.0819337134736,37.491674186010876
어린이,127.0819337134736,37.491674186010876
어린이,127.0819337134736,37.491674186010876
노인,127.02475608272583,37.481759901655664
노인,127.05070166652563,37.46180775258754
노인,127.04046435787012,37.483836896253706
어린이,126.98457933148148,37.48236966984663
어린이,126.99306163419834,37.485096023488886
어린이,126.98549552690667,37.494999663386864
어린이,126.98719737730694,37.47863980485967
어린이,126.91934133400731,37.561927431349254
어린이,126.91367670804448,37.559310535452305
어린이,126.91367670804448,37.559310535452305
어린이,127.01829171335113,37.493179103526174
어린이,126.99123528155637,37.48781919938497
어린이,126.99123528155637,37.48781919938497
어린이,127.0464984563977,37.47348883619317
노인,126.90339091975032,37.491237911626
어린이,126.9222720885588,37.58415919194351
어린이,127.11527843154614,37.50109097244913
어린이,127.11527843154614,37.50109097244913
어린이,126.93733544988243,37.49757748142814
어린이,127.09195017883599,37.50540697677835
어린이,127.13300091796422,37.48576650072272
어린이,127.13300091796422,37.48576650072272
노인,127.1332232101095,37.49315225597686
어린이,127.09195017883599,37.50540697677835
노인,127.14674565391577,37.49221720659926
노인,126.93488675559384,37.576317773837644
노인,126.93375260827075,37.579740816055896
노인,126.93375260827075,37.579740816055896
노인,127.01817184958277,37.6284754863245
노인,127.01875643333598,37.635843526721224
어린이,127.02225596513959,37.50270109485752
어린이,127.02225596513959,37.50270109485752
어린이,126.99240362713442,37.48903127978572
어린이,127.02225596513959,37.50270109485752
어린이,127.03618735095975,37.48449098461768
어린이,127.02225596513959,37.50270109485752
어린이,127.02225596513959,37.50270109485752
어린이,127.02225596513959,37.50270109485752
노인,127.12503531418167,37.51122636034913
노인,127.12503531418167,37.51122636034913
노인,127.11770709366316,37.51191414816579
노인,127.11770709366316,37.51191414816579
노인,127.11770709366316,37.51191414816579
어린이,127.08020469982371,37.5077896834267
노인,127.13625010635526,37.50204848890808
노인,127.13625010635526,37.50204848890808
어린이,127.12629817514943,37.49378606173233
노인,127.12503531418167,37.51122636034913
노인,127.15363787147054,37.49779918706964
어린이,127.10770847623957,37.500167828740736
노인,127.12012878302916,37.53382182898406
어린이,127.10770847623957,37.500167828740736
어린이,127.10770847623957,37.500167828740736
노인,126.9565597522112,37.534798643860064
노인,126.9565597522112,37.534798643860064
어린이,127.10245345368295,37.49870386366644
어린이,127.10770847623957,37.500167828740736
어린이,127.10770847623957,37.500167828740736
노인,127.12012878302916,37.53382182898406
어린이,127.01205797067408,37.654072808381244
어린이,127.05158652355843,37.46367122937175
어린이,126.9902342971887,37.476304795821
어린이,126.9902342971887,37.476304795821
어린이,126.9902342971887,37.476304795821
어린이,126.9902342971887,37.476304795821
어린이,126.9902342971887,37.476304795821
어린이,126.9902342971887,37.476304795821
어린이,127.05158652355843,37.46367122937175
어린이,126.9902342971887,37.476304795821
노인,126.82964187177605,37.49903061771876
노인,126.82964187177605,37.49903061771876
노인,126.82964187177605,37.49903061771876
노인,126.82964187177605,37.49903061771876
어린이,127.07699007773303,37.6500444554615
어린이,126.83767806194838,37.54558747675296
어린이,127.06118393030737,37.661116251124135
어린이,126.92431882012036,37.61865468334884
노인,126.93979445833278,37.65315596344152
어린이,126.92431882012036,37.61865468334884
어린이,126.92431882012036,37.61865468334884
어린이,126.92434272358157,37.63139239950053
노인,126.90792200140804,37.614780445919074
어린이,126.84238558071198,37.51391371385918
어린이,126.84238558071198,37.51391371385918
어린이,126.830209317198,37.522439124485345
어린이,126.87102305296231,37.5449219332449
어린이,126.87102305296231,37.5449219332449
어린이,126.90755534268418,37.596295969491266
어린이,126.90755534268418,37.596295969491266
어린이,126.90755534268418,37.596295969491266
어린이,127.05047865845242,37.55754967316522
어린이,126.91369677859231,37.48871869900735
노인,126.91347441230819,37.56446763893196
노인,126.91347441230819,37.56446763893196
어린이,127.04283174178643,37.69391338770672
노인,127.02861171712996,37.564014830338294
어린이,126.94966047151138,37.506670704525696
어린이,126.97306487674757,37.48061312443523
어린이,126.95914489827263,37.50998893696309
어린이,126.9602931260469,37.499618530066414
어린이,126.98076960258851,37.49149453125315
노인,126.90679711668369,37.488395073798465
노인,126.95102979313847,37.5052783937797
어린이,127.03028771139222,37.591125318481
어린이,127.04896386154866,37.609274308864975
어린이,126.81145058965554,37.56529455241935
어린이,126.83595998528165,37.56187536068673
어린이,126.83450061511905,37.543408828317204
어린이,126.84141566440331,37.533256125914676
어린이,126.85923484185798,37.53358433693699
어린이,126.85151127928253,37.539019332826406
어린이,126.83131192571662,37.563807277391604
어린이,126.85000877739975,37.548270300214604
어린이,127.01951747206039,37.61048031162887
어린이,126.9243966233263,37.505189264301954
어린이,126.97153232889454,37.48037939566638
어린이,126.97790503113674,37.48877027431091
노인,126.94558930059945,37.4681223740709
노인,126.94558930059945,37.4681223740709
노인,126.94558930059945,37.4681223740709
어린이,126.91712889636561,37.46268206392757
어린이,127.00724137057446,37.56324239906394
어린이,127.02120503523597,37.566282705293624
어린이,127.01048743542616,37.55657815658965
어린이,126.91712889636561,37.46268206392757
어린이,126.96763124244542,37.55570922786989
어린이,126.98084446893296,37.556015829485176
어린이,126.94597814542736,37.48217784631384
노인,126.9294906321575,37.49221857773322
어린이,126.94597814542736,37.48217784631384
어린이,126.94527023646846,37.490042942241
어린이,126.94527023646846,37.490042942241
노인,126.9294906321575,37.49221857773322
노인,126.9294906321575,37.49221857773322
노인,126.9294906321575,37.49221857773322
노인,127.07109813152691,37.575542689038116
어린이,126.96522896004923,37.4752835330234
어린이,127.06444229195718,37.57119063016411
어린이,127.07533187288956,37.56966274696623
어린이,127.06444229195718,37.57119063016411
어린이,127.0534908777408,37.5877497934591
어린이,127.0704602945823,37.576073067180516
어린이,127.0323588382038,37.58403706611739
어린이,127.0323588382038,37.58403706611739
어린이,127.0323588382038,37.58403706611739
어린이,127.0534908777408,37.5877497934591
어린이,126.91538661821211,37.4763026981821
어린이,126.91538661821211,37.4763026981821
어린이,126.91538661821211,37.4763026981821
어린이,126.91538661821211,37.4763026981821
어린이,126.91538661821211,37.4763026981821
어린이,126.91538661821211,37.4763026981821
어린이,126.92033647479701,37.474375895160804
어린이,126.91788607753348,37.47545841508533
어린이,126.92033647479701,37.474375895160804
어린이,126.92033647479701,37.474375895160804
어린이,126.92033647479701,37.474375895160804
어린이,126.92033647479701,37.474375895160804
어린이,126.92033647479701,37.474375895160804
어린이,126.92033647479701,37.474375895160804
어린이,126.92033647479701,37.474375895160804
어린이,126.92033647479701,37.474375895160804
어린이,126.92033647479701,37.474375895160804
어린이,126.91788607753348,37.47545841508533
어린이,126.91788607753348,37.47545841508533
어린이,126.91788607753348,37.47545841508533
어린이,126.92033647479701,37.474375895160804
어린이,126.91852258841547,37.473705303854175
어린이,126.91852258841547,37.473705303854175
어린이,126.91852258841547,37.473705303854175
어린이,126.91684406382082,37.47397080989242
어린이,126.91684406382082,37.47397080989242
어린이,126.92033647479701,37.474375895160804
어린이,126.93522355276426,37.60599587099147
어린이,126.93522355276426,37.60599587099147
노인,127.01307415909791,37.55239819430428
노인,127.00709880483485,37.551930185705714
노인,126.99620594323247,37.56056414690072
노인,127.00569854414354,37.55447558090209
노인,127.01916851367889,37.56429277760622
어린이,127.00121989213406,37.56217473323068
노인,126.97683489470018,37.47454088610005
노인,126.97683489470018,37.47454088610005
노인,126.97683489470018,37.47454088610005
노인,126.97683489470018,37.47454088610005
노인,127.07794445724096,37.561184972496456
어린이,126.84517526607452,37.49569478201085
어린이,126.84517526607452,37.49569478201085
어린이,126.82335909395636,37.477209355731055
어린이,126.82335909395636,37.477209355731055
어린이,126.82335909395636,37.477209355731055
어린이,126.82335909395636,37.477209355731055
어린이,126.82335909395636,37.477209355731055
어린이,126.99807247854132,37.48580267501553
어린이,127.03575266826607,37.611275978090475
어린이,127.03216182791847,37.60933292527913
어린이,127.03216182791847,37.60933292527913
어린이,127.03216182791847,37.60933292527913
어린이,127.03855604191037,37.60866406738916
어린이,127.03855604191037,37.60866406738916
어린이,127.03842819723347,37.60551788101891
어린이,127.04073935230389,37.604556394630954
어린이,127.1304295816333,37.496363390914496
어린이,127.1304295816333,37.496363390914496
어린이,126.99409651584531,37.52346675638018
어린이,127.00066906134656,37.52894791775384
어린이,126.95116965946303,37.53607426605308
어린이,126.95116965946303,37.53607426605308
어린이,126.94979073881677,37.53426514795806
어린이,126.91683572625773,37.61876349656902
어린이,126.91414080892949,37.6162240395588
어린이,126.91383094712702,37.619628304307
노인,126.91869287695812,37.62494701301228
노인,126.91869287695812,37.62494701301228
노인,126.91869287695812,37.62494701301228
어린이,126.91120067095066,37.615485788893565
어린이,126.91120067095066,37.615485788893565
어린이,127.1304295816333,37.496363390914496
어린이,127.13522245620679,37.49431444437324
어린이,127.13522245620679,37.49431444437324
어린이,127.12620722092983,37.492357070541765
어린이,127.13095577478103,37.49474466474833
어린이,127.13095577478103,37.49474466474833
어린이,127.12211575825596,37.49163404266829
어린이,127.12211575825596,37.49163404266829
어린이,127.12211575825596,37.49163404266829
어린이,126.95152500696808,37.58643415016856
어린이,126.94326061312456,37.58416370377673
어린이,126.94326061312456,37.58416370377673
어린이,126.99108127699462,37.50291150116173
어린이,126.99108127699462,37.50291150116173
어린이,127.1298122141024,37.47862957766911
어린이,126.90971408163423,37.61289407246151
어린이,127.1172143058394,37.53438570341182
어린이,127.1172143058394,37.53438570341182
어린이,127.12070690724025,37.535343396635454
어린이,127.11476223567557,37.53139424072831
어린이,127.11476223567557,37.53139424072831
어린이,127.11476223567557,37.53139424072831
어린이,127.11476223567557,37.53139424072831
어린이,127.11548884929319,37.528783145863365
어린이,127.11247262020211,37.525987476865446
어린이,127.11777101671485,37.527320869912444
